element_id,original_id,tag,carrier,host_or_staff
ne98b6ac31de061af--tie--1,,tie,derive,ne98b6ac31de061af
ne98b6ac31de061af--tied--start--1,ne98b6ac31de061af--tied--start--1,tied,stamp,ne98b6ac31de061af
na4d9415387e4e50e--tie--1,,tie,derive,na4d9415387e4e50e
na4d9415387e4e50e--tied--start--1,na4d9415387e4e50e--tied--start--1,tied,stamp,na4d9415387e4e50e
n8ba50d84239093e2--tie--1,,tie,derive,n8ba50d84239093e2
n8ba50d84239093e2--tied--stop--1,n8ba50d84239093e2--tied--stop--1,tied,stamp,n8ba50d84239093e2
n197139b0be5fe259--tie--1,,tie,derive,n197139b0be5fe259
n197139b0be5fe259--tied--stop--1,n197139b0be5fe259--tied--stop--1,tied,stamp,n197139b0be5fe259
n2eb4e87bc84a70cf--tie--1,,tie,derive,n2eb4e87bc84a70cf
n2eb4e87bc84a70cf--tied--stop--1,n2eb4e87bc84a70cf--tied--stop--1,tied,stamp,n2eb4e87bc84a70cf
n2eb4e87bc84a70cf--slur--start--1,n2eb4e87bc84a70cf--slur--start--1,slur,stamp,n2eb4e87bc84a70cf
nf0da4c3a6d54de54--accent--1,,accent,derive,nf0da4c3a6d54de54
n18f8dbf6c422a5e0--accent--1,,accent,derive,n18f8dbf6c422a5e0
n7f0e8f9b70317432--slur--stop--1,n7f0e8f9b70317432--slur--stop--1,slur,stamp,n7f0e8f9b70317432
n30efe5306df7aabc--tuplet--start--1,n30efe5306df7aabc--tuplet--start--1,tuplet,stamp,n30efe5306df7aabc
n5795c2eebfdccafe--tuplet--stop--1,n5795c2eebfdccafe--tuplet--stop--1,tuplet,stamp,n5795c2eebfdccafe
n473c30fa602982c8--tuplet--start--1,n473c30fa602982c8--tuplet--start--1,tuplet,stamp,n473c30fa602982c8
nd64c952328977505--tuplet--stop--1,nd64c952328977505--tuplet--stop--1,tuplet,stamp,nd64c952328977505
e536b85e1a78d8eb2,e536b85e1a78d8eb2,wedge,md,1
e337c8fb0a26bcb7d,e337c8fb0a26bcb7d,wedge,md,1
n3135a18641fbae9c--tie--1,,tie,derive,n3135a18641fbae9c
n3135a18641fbae9c--tied--start--1,n3135a18641fbae9c--tied--start--1,tied,stamp,n3135a18641fbae9c
n8355a503a2d146a7--tie--1,,tie,derive,n8355a503a2d146a7
n8355a503a2d146a7--tied--start--1,n8355a503a2d146a7--tied--start--1,tied,stamp,n8355a503a2d146a7
n7588c6ba6e61ca33--tie--1,,tie,derive,n7588c6ba6e61ca33
n7588c6ba6e61ca33--tied--stop--1,n7588c6ba6e61ca33--tied--stop--1,tied,stamp,n7588c6ba6e61ca33
n92696085db9adeb3--tie--1,,tie,derive,n92696085db9adeb3
n92696085db9adeb3--tied--stop--1,n92696085db9adeb3--tied--stop--1,tied,stamp,n92696085db9adeb3
n3afe1b5ba5698e7d--slur--start--1,n3afe1b5ba5698e7d--slur--start--1,slur,stamp,n3afe1b5ba5698e7d
n3afe1b5ba5698e7d--strong-accent--1,,strong-accent,derive,n3afe1b5ba5698e7d
n0685a897a661121e--tuplet--start--1,n0685a897a661121e--tuplet--start--1,tuplet,stamp,n0685a897a661121e
n068d8fbca1cf1701--tuplet--stop--1,n068d8fbca1cf1701--tuplet--stop--1,tuplet,stamp,n068d8fbca1cf1701
nf8beac11f6b40ca3--tuplet--start--1,nf8beac11f6b40ca3--tuplet--start--1,tuplet,stamp,nf8beac11f6b40ca3
n042f50d020e35ad6--tuplet--stop--1,n042f50d020e35ad6--tuplet--stop--1,tuplet,stamp,n042f50d020e35ad6
n48491fbf47f9b5ff--tie--1,,tie,derive,n48491fbf47f9b5ff
n48491fbf47f9b5ff--tied--start--1,n48491fbf47f9b5ff--tied--start--1,tied,stamp,n48491fbf47f9b5ff
n0a76c01cc412733b--tie--1,,tie,derive,n0a76c01cc412733b
n0a76c01cc412733b--tied--start--1,n0a76c01cc412733b--tied--start--1,tied,stamp,n0a76c01cc412733b
n21d351b413521233--tie--1,,tie,derive,n21d351b413521233
n21d351b413521233--tied--stop--1,n21d351b413521233--tied--stop--1,tied,stamp,n21d351b413521233
nf6a7ef6fa97368a0--tie--1,,tie,derive,nf6a7ef6fa97368a0
nf6a7ef6fa97368a0--tied--stop--1,nf6a7ef6fa97368a0--tied--stop--1,tied,stamp,nf6a7ef6fa97368a0
ncfc90282fc757f8f--slur--stop--1,ncfc90282fc757f8f--slur--stop--1,slur,stamp,ncfc90282fc757f8f
ncfc90282fc757f8f--accent--1,,accent,derive,ncfc90282fc757f8f
n78b9fbcfe877b9b2--tuplet--start--1,n78b9fbcfe877b9b2--tuplet--start--1,tuplet,stamp,n78b9fbcfe877b9b2
nfe7862701d6557c1--tuplet--stop--1,nfe7862701d6557c1--tuplet--stop--1,tuplet,stamp,nfe7862701d6557c1
nc5d5d8dbab7d7923--tuplet--start--1,nc5d5d8dbab7d7923--tuplet--start--1,tuplet,stamp,nc5d5d8dbab7d7923
n2810749376c93621--tuplet--stop--1,n2810749376c93621--tuplet--stop--1,tuplet,stamp,n2810749376c93621
e59e902d4b7a753ab,e59e902d4b7a753ab,pedal,md,2
nfe8b2d13123f6161--tie--1,,tie,derive,nfe8b2d13123f6161
nfe8b2d13123f6161--tied--start--1,nfe8b2d13123f6161--tied--start--1,tied,stamp,nfe8b2d13123f6161
n0ffd69c8e56f9e1d--tie--1,,tie,derive,n0ffd69c8e56f9e1d
n0ffd69c8e56f9e1d--tied--start--1,n0ffd69c8e56f9e1d--tied--start--1,tied,stamp,n0ffd69c8e56f9e1d
n023380fa05d7011c--tie--1,,tie,derive,n023380fa05d7011c
n023380fa05d7011c--tied--stop--1,n023380fa05d7011c--tied--stop--1,tied,stamp,n023380fa05d7011c
ne6dafdac0e5753b6--tie--1,,tie,derive,ne6dafdac0e5753b6
ne6dafdac0e5753b6--tied--stop--1,ne6dafdac0e5753b6--tied--stop--1,tied,stamp,ne6dafdac0e5753b6
n3c67c88d094bd689--strong-accent--1,,strong-accent,derive,n3c67c88d094bd689
n04ecbf489de3de37--tuplet--start--1,n04ecbf489de3de37--tuplet--start--1,tuplet,stamp,n04ecbf489de3de37
n62065fcef114dc36--tuplet--stop--1,n62065fcef114dc36--tuplet--stop--1,tuplet,stamp,n62065fcef114dc36
n2a145b6e09f03024--tuplet--start--1,n2a145b6e09f03024--tuplet--start--1,tuplet,stamp,n2a145b6e09f03024
n64dda136c7a29c61--tuplet--stop--1,n64dda136c7a29c61--tuplet--stop--1,tuplet,stamp,n64dda136c7a29c61
e89fdf71c6d3cb5ff,e89fdf71c6d3cb5ff,pedal,md,2
e130b810cf617a5ca,e130b810cf617a5ca,pedal,md,2
nc278e08d129855d6--tie--1,,tie,derive,nc278e08d129855d6
nc278e08d129855d6--tied--start--1,nc278e08d129855d6--tied--start--1,tied,stamp,nc278e08d129855d6
n8af83b9fa19f5bf8--tie--1,,tie,derive,n8af83b9fa19f5bf8
n8af83b9fa19f5bf8--tied--start--1,n8af83b9fa19f5bf8--tied--start--1,tied,stamp,n8af83b9fa19f5bf8
n2232b784bca9d561--tie--1,,tie,derive,n2232b784bca9d561
n2232b784bca9d561--tied--stop--1,n2232b784bca9d561--tied--stop--1,tied,stamp,n2232b784bca9d561
nde5b0a55a0baf4d6--tie--1,,tie,derive,nde5b0a55a0baf4d6
nde5b0a55a0baf4d6--tied--stop--1,nde5b0a55a0baf4d6--tied--stop--1,tied,stamp,nde5b0a55a0baf4d6
n1f617b19d59acb80--strong-accent--1,,strong-accent,derive,n1f617b19d59acb80
ne1809ae3e57aa6bf--strong-accent--1,,strong-accent,derive,ne1809ae3e57aa6bf
nb205e172d44e03b9--tuplet--start--1,nb205e172d44e03b9--tuplet--start--1,tuplet,stamp,nb205e172d44e03b9
nb08df8e570af0dc0--tuplet--stop--1,nb08df8e570af0dc0--tuplet--stop--1,tuplet,stamp,nb08df8e570af0dc0
n4697f8fda8701b92--tuplet--start--1,n4697f8fda8701b92--tuplet--start--1,tuplet,stamp,n4697f8fda8701b92
neb93e57dab1d7087--tuplet--stop--1,neb93e57dab1d7087--tuplet--stop--1,tuplet,stamp,neb93e57dab1d7087
e94b26861888211b2,e94b26861888211b2,pedal,md,2
e6d922757dd7c536b,e6d922757dd7c536b,pedal,md,2
n672fe35825e98472--tie--1,,tie,derive,n672fe35825e98472
n672fe35825e98472--tied--start--1,n672fe35825e98472--tied--start--1,tied,stamp,n672fe35825e98472
n73d2479bcb9632e7--tie--1,,tie,derive,n73d2479bcb9632e7
n73d2479bcb9632e7--tied--start--1,n73d2479bcb9632e7--tied--start--1,tied,stamp,n73d2479bcb9632e7
n624c76622e57a530--tie--1,,tie,derive,n624c76622e57a530
n624c76622e57a530--tied--stop--1,n624c76622e57a530--tied--stop--1,tied,stamp,n624c76622e57a530
n4ef442d9f64ced66--tie--1,,tie,derive,n4ef442d9f64ced66
n4ef442d9f64ced66--tied--stop--1,n4ef442d9f64ced66--tied--stop--1,tied,stamp,n4ef442d9f64ced66
n608891d3511e61d1--strong-accent--1,,strong-accent,derive,n608891d3511e61d1
n6d608cd4a24eeb0c--tuplet--start--1,n6d608cd4a24eeb0c--tuplet--start--1,tuplet,stamp,n6d608cd4a24eeb0c
n1c44dc10f7664d7a--tuplet--stop--1,n1c44dc10f7664d7a--tuplet--stop--1,tuplet,stamp,n1c44dc10f7664d7a
n50acb74293911a1e--tuplet--start--1,n50acb74293911a1e--tuplet--start--1,tuplet,stamp,n50acb74293911a1e
na70714e9f241a19e--tuplet--stop--1,na70714e9f241a19e--tuplet--stop--1,tuplet,stamp,na70714e9f241a19e
eb9e589533e92d7e8,eb9e589533e92d7e8,pedal,md,2
n2d758a13b4d87716--tie--1,,tie,derive,n2d758a13b4d87716
n2d758a13b4d87716--tied--start--1,n2d758a13b4d87716--tied--start--1,tied,stamp,n2d758a13b4d87716
n118d2eabd8435533--tie--1,,tie,derive,n118d2eabd8435533
n118d2eabd8435533--tied--start--1,n118d2eabd8435533--tied--start--1,tied,stamp,n118d2eabd8435533
ndf963543ba5adad4--tie--1,,tie,derive,ndf963543ba5adad4
ndf963543ba5adad4--tied--stop--1,ndf963543ba5adad4--tied--stop--1,tied,stamp,ndf963543ba5adad4
n74d5f06aafde76ae--tie--1,,tie,derive,n74d5f06aafde76ae
n74d5f06aafde76ae--tied--stop--1,n74d5f06aafde76ae--tied--stop--1,tied,stamp,n74d5f06aafde76ae
n8e49552e765abeee--tuplet--start--1,n8e49552e765abeee--tuplet--start--1,tuplet,stamp,n8e49552e765abeee
n71de48d1dae366b0--tuplet--stop--1,n71de48d1dae366b0--tuplet--stop--1,tuplet,stamp,n71de48d1dae366b0
n6bc121e8cfbcc86f--tuplet--start--1,n6bc121e8cfbcc86f--tuplet--start--1,tuplet,stamp,n6bc121e8cfbcc86f
n0d328b1bb1d1d2e6--tuplet--stop--1,n0d328b1bb1d1d2e6--tuplet--stop--1,tuplet,stamp,n0d328b1bb1d1d2e6
e3745bca8fd065107,e3745bca8fd065107,pedal,md,2
n00e1a5ffe70ce189--tie--1,,tie,derive,n00e1a5ffe70ce189
n00e1a5ffe70ce189--tied--start--1,n00e1a5ffe70ce189--tied--start--1,tied,stamp,n00e1a5ffe70ce189
ndb518161f9581927--tie--1,,tie,derive,ndb518161f9581927
ndb518161f9581927--tied--start--1,ndb518161f9581927--tied--start--1,tied,stamp,ndb518161f9581927
nc2c589c18a93d9be--tie--1,,tie,derive,nc2c589c18a93d9be
nc2c589c18a93d9be--tied--stop--1,nc2c589c18a93d9be--tied--stop--1,tied,stamp,nc2c589c18a93d9be
n10f45a76877a58c7--tie--1,,tie,derive,n10f45a76877a58c7
n10f45a76877a58c7--tied--stop--1,n10f45a76877a58c7--tied--stop--1,tied,stamp,n10f45a76877a58c7
nf6761ffa30723356--strong-accent--1,,strong-accent,derive,nf6761ffa30723356
ncb971911b33754d5--tuplet--start--1,ncb971911b33754d5--tuplet--start--1,tuplet,stamp,ncb971911b33754d5
n3673ebf36fdc4675--tuplet--stop--1,n3673ebf36fdc4675--tuplet--stop--1,tuplet,stamp,n3673ebf36fdc4675
n90abfc2dff88b975--tuplet--start--1,n90abfc2dff88b975--tuplet--start--1,tuplet,stamp,n90abfc2dff88b975
n551192a927139c4e--tuplet--stop--1,n551192a927139c4e--tuplet--stop--1,tuplet,stamp,n551192a927139c4e
ece63b8a212586eac,ece63b8a212586eac,pedal,md,2
n8179fd4c007d1e3a--tie--1,,tie,derive,n8179fd4c007d1e3a
n8179fd4c007d1e3a--tied--start--1,n8179fd4c007d1e3a--tied--start--1,tied,stamp,n8179fd4c007d1e3a
nab914cbfb4ebdff0--tie--1,,tie,derive,nab914cbfb4ebdff0
nab914cbfb4ebdff0--tied--start--1,nab914cbfb4ebdff0--tied--start--1,tied,stamp,nab914cbfb4ebdff0
n7aeeb8fcde6f00b9--tie--1,,tie,derive,n7aeeb8fcde6f00b9
n7aeeb8fcde6f00b9--tied--stop--1,n7aeeb8fcde6f00b9--tied--stop--1,tied,stamp,n7aeeb8fcde6f00b9
n110aa777ef573ecd--tie--1,,tie,derive,n110aa777ef573ecd
n110aa777ef573ecd--tied--stop--1,n110aa777ef573ecd--tied--stop--1,tied,stamp,n110aa777ef573ecd
nf4ecfae2c1dbe4e2--strong-accent--1,,strong-accent,derive,nf4ecfae2c1dbe4e2
n9a00153681fded2c--strong-accent--1,,strong-accent,derive,n9a00153681fded2c
nc9f056a3e9d0f8d5--tuplet--start--1,nc9f056a3e9d0f8d5--tuplet--start--1,tuplet,stamp,nc9f056a3e9d0f8d5
n1803ba73bd5656e8--tuplet--stop--1,n1803ba73bd5656e8--tuplet--stop--1,tuplet,stamp,n1803ba73bd5656e8
n4d81684157df9b99--tuplet--start--1,n4d81684157df9b99--tuplet--start--1,tuplet,stamp,n4d81684157df9b99
n960b6c9f3b5a8047--tuplet--stop--1,n960b6c9f3b5a8047--tuplet--stop--1,tuplet,stamp,n960b6c9f3b5a8047
e899008845794999c,e899008845794999c,pedal,md,2
nb58c34836ef48c0e--tie--1,,tie,derive,nb58c34836ef48c0e
nb58c34836ef48c0e--tied--start--1,nb58c34836ef48c0e--tied--start--1,tied,stamp,nb58c34836ef48c0e
n02c60111ff94f750--tie--1,,tie,derive,n02c60111ff94f750
n02c60111ff94f750--tied--start--1,n02c60111ff94f750--tied--start--1,tied,stamp,n02c60111ff94f750
nb390bb99e17e0f49--tie--1,,tie,derive,nb390bb99e17e0f49
nb390bb99e17e0f49--tied--stop--1,nb390bb99e17e0f49--tied--stop--1,tied,stamp,nb390bb99e17e0f49
n9686f432f0fc037a--tie--1,,tie,derive,n9686f432f0fc037a
n9686f432f0fc037a--tied--stop--1,n9686f432f0fc037a--tied--stop--1,tied,stamp,n9686f432f0fc037a
n8357adeaf258ff80--strong-accent--1,,strong-accent,derive,n8357adeaf258ff80
n0a06cf8959bea83b--tuplet--start--1,n0a06cf8959bea83b--tuplet--start--1,tuplet,stamp,n0a06cf8959bea83b
ne2d8792033cd8976--tuplet--stop--1,ne2d8792033cd8976--tuplet--stop--1,tuplet,stamp,ne2d8792033cd8976
nac399e0050faeb6e--tuplet--start--1,nac399e0050faeb6e--tuplet--start--1,tuplet,stamp,nac399e0050faeb6e
n91c4b026ccb7252a--tuplet--stop--1,n91c4b026ccb7252a--tuplet--stop--1,tuplet,stamp,n91c4b026ccb7252a
ea11b710fff67ce33,ea11b710fff67ce33,wedge,md,1
e0a84ccf77ef138d0,e0a84ccf77ef138d0,wedge,md,1
e27b4b053fb9096e8,e27b4b053fb9096e8,pedal,md,2
e4a2c648c83f52846,e4a2c648c83f52846,pedal,md,2
n7ddf9eee5dc37f11--tie--1,,tie,derive,n7ddf9eee5dc37f11
n7ddf9eee5dc37f11--tied--start--1,n7ddf9eee5dc37f11--tied--start--1,tied,stamp,n7ddf9eee5dc37f11
n5a35c03da88a81e5--tie--1,,tie,derive,n5a35c03da88a81e5
n5a35c03da88a81e5--tied--start--1,n5a35c03da88a81e5--tied--start--1,tied,stamp,n5a35c03da88a81e5
n5e1eab2342fe966a--tie--1,,tie,derive,n5e1eab2342fe966a
n5e1eab2342fe966a--tied--stop--1,n5e1eab2342fe966a--tied--stop--1,tied,stamp,n5e1eab2342fe966a
n8d725c165ff1ec9f--tie--1,,tie,derive,n8d725c165ff1ec9f
n8d725c165ff1ec9f--tied--stop--1,n8d725c165ff1ec9f--tied--stop--1,tied,stamp,n8d725c165ff1ec9f
n53e50d04670a4d97--strong-accent--1,,strong-accent,derive,n53e50d04670a4d97
n9426a50e37680ee7--strong-accent--1,,strong-accent,derive,n9426a50e37680ee7
n5f46462132e1f190--tuplet--start--1,n5f46462132e1f190--tuplet--start--1,tuplet,stamp,n5f46462132e1f190
ned2c03b019cc1451--tuplet--stop--1,ned2c03b019cc1451--tuplet--stop--1,tuplet,stamp,ned2c03b019cc1451
n121b5ed504818ba0--tuplet--start--1,n121b5ed504818ba0--tuplet--start--1,tuplet,stamp,n121b5ed504818ba0
n526923fa1b8ab019--tuplet--stop--1,n526923fa1b8ab019--tuplet--stop--1,tuplet,stamp,n526923fa1b8ab019
e5646b8d5fcff2761,e5646b8d5fcff2761,wedge,md,1
e1ec74ad3a589644a,e1ec74ad3a589644a,wedge,md,1
eaafc832fae0cf556,eaafc832fae0cf556,pedal,md,2
eaf75711196b0fe45,eaf75711196b0fe45,pedal,md,2
n130826c4952e3de4--accent--1,,accent,derive,n130826c4952e3de4
n62d98b63ead9a581--slur--start--1,n62d98b63ead9a581--slur--start--1,slur,stamp,n62d98b63ead9a581
n88033b58f1e30944--tuplet--start--1,n88033b58f1e30944--tuplet--start--1,tuplet,stamp,n88033b58f1e30944
n330376f7a3ca0c9e--slur--stop--1,n330376f7a3ca0c9e--slur--stop--1,slur,stamp,n330376f7a3ca0c9e
n9d93d53f3200aa88--tuplet--stop--1,n9d93d53f3200aa88--tuplet--stop--1,tuplet,stamp,n9d93d53f3200aa88
n61b0f777c6d5f6dc--tie--1,,tie,derive,n61b0f777c6d5f6dc
n61b0f777c6d5f6dc--tied--start--1,n61b0f777c6d5f6dc--tied--start--1,tied,stamp,n61b0f777c6d5f6dc
n61b0f777c6d5f6dc--slur--start--1,n61b0f777c6d5f6dc--slur--start--1,slur,stamp,n61b0f777c6d5f6dc
n61b0f777c6d5f6dc--strong-accent--1,,strong-accent,derive,n61b0f777c6d5f6dc
eda34479ac0ebebcb,eda34479ac0ebebcb,dynamics,md,1
efa4f13a4688121fb,efa4f13a4688121fb,wedge,md,2
e65d12059d1255b17,e65d12059d1255b17,pedal,md,2
e943042e2cc3a3b85,e943042e2cc3a3b85,wedge,md,2
n5fc7ceb6402686e0--tie--1,,tie,derive,n5fc7ceb6402686e0
n5fc7ceb6402686e0--tied--stop--1,n5fc7ceb6402686e0--tied--stop--1,tied,stamp,n5fc7ceb6402686e0
e5b231291b5bd17ae,e5b231291b5bd17ae,pedal,md,2
n2dfa427874c47378--slur--stop--1,n2dfa427874c47378--slur--stop--1,slur,stamp,n2dfa427874c47378
nc05b99823858c800--slur--start--1,nc05b99823858c800--slur--start--1,slur,stamp,nc05b99823858c800
n3e3d9a04d0d48837--tie--1,,tie,derive,n3e3d9a04d0d48837
n3e3d9a04d0d48837--tied--start--1,n3e3d9a04d0d48837--tied--start--1,tied,stamp,n3e3d9a04d0d48837
n3e3d9a04d0d48837--slur--stop--1,n3e3d9a04d0d48837--slur--stop--1,slur,stamp,n3e3d9a04d0d48837
ea4c7b5fb9e205d98,,other-direction,md,1
eed26584917d36242,eed26584917d36242,words,md,2
e0e0a8ace4fa651a8,e0e0a8ace4fa651a8,words,md,2
eb83878a3715227a4,eb83878a3715227a4,words,md,2
eed5fcf8dec09c32a,eed5fcf8dec09c32a,wedge,md,2
n27bf7a9657a11239--fermata--upright--1,n27bf7a9657a11239--fermata--upright--1,fermata,stamp,n27bf7a9657a11239
ne009ec95b00790a4--tie--1,,tie,derive,ne009ec95b00790a4
ne009ec95b00790a4--tied--stop--1,ne009ec95b00790a4--tied--stop--1,tied,stamp,ne009ec95b00790a4
ne009ec95b00790a4--fermata--upright--1,ne009ec95b00790a4--fermata--upright--1,fermata,stamp,ne009ec95b00790a4
e675cfd04a9a172a4,e675cfd04a9a172a4,dynamics,md,1
e511cfbc615610528,e511cfbc615610528,words,md,1
e2151b30dab426f56,e2151b30dab426f56,wedge,md,2
nc1a07e48048ac9cb--slur--start--1,nc1a07e48048ac9cb--slur--start--1,slur,stamp,nc1a07e48048ac9cb
n6b000efbff0f0bca--slur--stop--1,n6b000efbff0f0bca--slur--stop--1,slur,stamp,n6b000efbff0f0bca
nf64a474589e0e17a--fermata--upright--1,nf64a474589e0e17a--fermata--upright--1,fermata,stamp,nf64a474589e0e17a
nf64a474589e0e17a--arpeggiate--1,nf64a474589e0e17a--arpeggiate--1,arpeggiate,stamp,nf64a474589e0e17a
n3fcd097e59da270d--arpeggiate--1,n3fcd097e59da270d--arpeggiate--1,arpeggiate,stamp,n3fcd097e59da270d
n44b446d0569aebaa--arpeggiate--1,n44b446d0569aebaa--arpeggiate--1,arpeggiate,stamp,n44b446d0569aebaa
nc0f6fdb637cbaa47--fermata--upright--1,nc0f6fdb637cbaa47--fermata--upright--1,fermata,stamp,nc0f6fdb637cbaa47
nc0f6fdb637cbaa47--arpeggiate--1,nc0f6fdb637cbaa47--arpeggiate--1,arpeggiate,stamp,nc0f6fdb637cbaa47
n626584f9e04f815f--arpeggiate--1,n626584f9e04f815f--arpeggiate--1,arpeggiate,stamp,n626584f9e04f815f
ea0f2a44128e3ab74,ea0f2a44128e3ab74,dynamics,md,2
