element_id,original_id,tag,carrier,host_or_staff
nfb25bc524d8c568b--slur--start--1,nfb25bc524d8c568b--slur--start--1,slur,stamp,nfb25bc524d8c568b
n6c380fac86f8cc42--slur--stop--1,n6c380fac86f8cc42--slur--stop--1,slur,stamp,n6c380fac86f8cc42
e00147391ae62121d,e00147391ae62121d,pedal,md,2
ef508f2674f936cce,ef508f2674f936cce,words,md,2
eb3860cf20e7055cc,eb3860cf20e7055cc,words,md,2
e59e902d4b7a753ab,e59e902d4b7a753ab,pedal,md,2
n4aac0465ca5969be--slur--start--1,n4aac0465ca5969be--slur--start--1,slur,stamp,n4aac0465ca5969be
n7443911e2235bba4--slur--stop--1,n7443911e2235bba4--slur--stop--1,slur,stamp,n7443911e2235bba4
n3cf3032bfa898a3f--slur--start--1,n3cf3032bfa898a3f--slur--start--1,slur,stamp,n3cf3032bfa898a3f
n84f3ade344fa8257--slur--stop--1,n84f3ade344fa8257--slur--stop--1,slur,stamp,n84f3ade344fa8257
nf4bb9247d3229a9e--accent--1,,accent,derive,nf4bb9247d3229a9e
n1cb4fbcc217cf31d--tuplet--start--1,n1cb4fbcc217cf31d--tuplet--start--1,tuplet,stamp,n1cb4fbcc217cf31d
n1cb4fbcc217cf31d--slur--start--1,n1cb4fbcc217cf31d--slur--start--1,slur,stamp,n1cb4fbcc217cf31d
n1cb4fbcc217cf31d--accent--1,,accent,derive,n1cb4fbcc217cf31d
n28ba1359c1034b3f--tuplet--start--1,n28ba1359c1034b3f--tuplet--start--1,tuplet,stamp,n28ba1359c1034b3f
n093bc9139d8d2f21--tuplet--stop--1,n093bc9139d8d2f21--tuplet--stop--1,tuplet,stamp,n093bc9139d8d2f21
n093bc9139d8d2f21--slur--stop--1,n093bc9139d8d2f21--slur--stop--1,slur,stamp,n093bc9139d8d2f21
n4c63139ddfd4e98d--tuplet--start--1,n4c63139ddfd4e98d--tuplet--start--1,tuplet,stamp,n4c63139ddfd4e98d
n4c63139ddfd4e98d--slur--start--1,n4c63139ddfd4e98d--slur--start--1,slur,stamp,n4c63139ddfd4e98d
n4c63139ddfd4e98d--accent--1,,accent,derive,n4c63139ddfd4e98d
ne252f934c9a53c56--tuplet--start--1,ne252f934c9a53c56--tuplet--start--1,tuplet,stamp,ne252f934c9a53c56
n7899c0a85a63f384--tuplet--stop--1,n7899c0a85a63f384--tuplet--stop--1,tuplet,stamp,n7899c0a85a63f384
n7899c0a85a63f384--slur--stop--1,n7899c0a85a63f384--slur--stop--1,slur,stamp,n7899c0a85a63f384
ncc83f8e121a3dd15--tuplet--start--1,ncc83f8e121a3dd15--tuplet--start--1,tuplet,stamp,ncc83f8e121a3dd15
ncc83f8e121a3dd15--slur--start--1,ncc83f8e121a3dd15--slur--start--1,slur,stamp,ncc83f8e121a3dd15
n6167bee2c9aaf092--tuplet--stop--1,n6167bee2c9aaf092--tuplet--stop--1,tuplet,stamp,n6167bee2c9aaf092
n6167bee2c9aaf092--slur--stop--1,n6167bee2c9aaf092--slur--stop--1,slur,stamp,n6167bee2c9aaf092
n09c1d0f8dbcc9f61--tuplet--start--1,n09c1d0f8dbcc9f61--tuplet--start--1,tuplet,stamp,n09c1d0f8dbcc9f61
n09c1d0f8dbcc9f61--slur--start--1,n09c1d0f8dbcc9f61--slur--start--1,slur,stamp,n09c1d0f8dbcc9f61
n3c4265ea9a88f497--tuplet--stop--1,n3c4265ea9a88f497--tuplet--stop--1,tuplet,stamp,n3c4265ea9a88f497
n3c4265ea9a88f497--slur--stop--1,n3c4265ea9a88f497--slur--stop--1,slur,stamp,n3c4265ea9a88f497
ndee29c52a8d06875--tuplet--start--1,ndee29c52a8d06875--tuplet--start--1,tuplet,stamp,ndee29c52a8d06875
ndee29c52a8d06875--slur--start--1,ndee29c52a8d06875--slur--start--1,slur,stamp,ndee29c52a8d06875
n135dcf3cf2a513de--tuplet--stop--1,n135dcf3cf2a513de--tuplet--stop--1,tuplet,stamp,n135dcf3cf2a513de
n135dcf3cf2a513de--slur--stop--1,n135dcf3cf2a513de--slur--stop--1,slur,stamp,n135dcf3cf2a513de
n2a0a68f2f0f6788b--tuplet--start--1,n2a0a68f2f0f6788b--tuplet--start--1,tuplet,stamp,n2a0a68f2f0f6788b
n2a0a68f2f0f6788b--slur--start--1,n2a0a68f2f0f6788b--slur--start--1,slur,stamp,n2a0a68f2f0f6788b
ne651c12639b1df1d--tuplet--stop--1,ne651c12639b1df1d--tuplet--stop--1,tuplet,stamp,ne651c12639b1df1d
ne651c12639b1df1d--slur--stop--1,ne651c12639b1df1d--slur--stop--1,slur,stamp,ne651c12639b1df1d
n15467b39b68371e4--tuplet--start--1,n15467b39b68371e4--tuplet--start--1,tuplet,stamp,n15467b39b68371e4
n15467b39b68371e4--slur--start--1,n15467b39b68371e4--slur--start--1,slur,stamp,n15467b39b68371e4
nf5446a4637e59235--tuplet--stop--1,nf5446a4637e59235--tuplet--stop--1,tuplet,stamp,nf5446a4637e59235
nf5446a4637e59235--slur--stop--1,nf5446a4637e59235--slur--stop--1,slur,stamp,nf5446a4637e59235
n13885cb466b012be--tuplet--start--1,n13885cb466b012be--tuplet--start--1,tuplet,stamp,n13885cb466b012be
n13885cb466b012be--slur--start--1,n13885cb466b012be--slur--start--1,slur,stamp,n13885cb466b012be
n13885cb466b012be--accent--1,,accent,derive,n13885cb466b012be
n96f500653245b139--tuplet--stop--1,n96f500653245b139--tuplet--stop--1,tuplet,stamp,n96f500653245b139
n96f500653245b139--slur--stop--1,n96f500653245b139--slur--stop--1,slur,stamp,n96f500653245b139
nca7bb94c1b4b486b--tuplet--start--1,nca7bb94c1b4b486b--tuplet--start--1,tuplet,stamp,nca7bb94c1b4b486b
nca7bb94c1b4b486b--slur--start--1,nca7bb94c1b4b486b--slur--start--1,slur,stamp,nca7bb94c1b4b486b
nca7bb94c1b4b486b--accent--1,,accent,derive,nca7bb94c1b4b486b
n0d91fd75de712b50--tuplet--stop--1,n0d91fd75de712b50--tuplet--stop--1,tuplet,stamp,n0d91fd75de712b50
n0d91fd75de712b50--slur--stop--1,n0d91fd75de712b50--slur--stop--1,slur,stamp,n0d91fd75de712b50
n63ebd013b67dd2a5--tuplet--start--1,n63ebd013b67dd2a5--tuplet--start--1,tuplet,stamp,n63ebd013b67dd2a5
n63ebd013b67dd2a5--slur--start--1,n63ebd013b67dd2a5--slur--start--1,slur,stamp,n63ebd013b67dd2a5
n63ebd013b67dd2a5--strong-accent--1,,strong-accent,derive,n63ebd013b67dd2a5
n633e06ce68a0422d--staccato--1,,staccato,derive,n633e06ce68a0422d
nce232c2c9cce54b7--staccato--1,,staccato,derive,nce232c2c9cce54b7
n27101db9a043b585--staccato--1,,staccato,derive,n27101db9a043b585
nc0626bca80a78ed9--staccato--1,,staccato,derive,nc0626bca80a78ed9
n98d8675387fb793e--staccato--1,,staccato,derive,n98d8675387fb793e
n5074f4d6e3348b56--tuplet--stop--1,n5074f4d6e3348b56--tuplet--stop--1,tuplet,stamp,n5074f4d6e3348b56
n5074f4d6e3348b56--slur--stop--1,n5074f4d6e3348b56--slur--stop--1,slur,stamp,n5074f4d6e3348b56
n5074f4d6e3348b56--staccato--1,,staccato,derive,n5074f4d6e3348b56
n82c365725def611a--arpeggiate--1,n82c365725def611a--arpeggiate--1,arpeggiate,stamp,n82c365725def611a
n87f14044c498fb89--arpeggiate--1,n87f14044c498fb89--arpeggiate--1,arpeggiate,stamp,n87f14044c498fb89
e94b26861888211b2,e94b26861888211b2,pedal,md,1
e4e5b550406e2be68,e4e5b550406e2be68,wedge,md,1
e36fe4d41c91fd3ba,e36fe4d41c91fd3ba,octave-shift,md,1
ea8f1914e86cd207f,ea8f1914e86cd207f,wedge,md,1
e1e295be1a5350fc6,e1e295be1a5350fc6,octave-shift,md,1
e6d922757dd7c536b,e6d922757dd7c536b,pedal,md,1
eac7f41c0377aadeb,eac7f41c0377aadeb,wedge,md,1
ed1363b43ba84bcb6,ed1363b43ba84bcb6,wedge,md,1
ndc3c35d56ff5ecfd--slur--start--1,ndc3c35d56ff5ecfd--slur--start--1,slur,stamp,ndc3c35d56ff5ecfd
ndc3c35d56ff5ecfd--accent--1,,accent,derive,ndc3c35d56ff5ecfd
nac930f4efa18345f--slur--stop--1,nac930f4efa18345f--slur--stop--1,slur,stamp,nac930f4efa18345f
n0d1d363fa3fae81c--slur--start--1,n0d1d363fa3fae81c--slur--start--1,slur,stamp,n0d1d363fa3fae81c
n70973eec46717e86--slur--stop--1,n70973eec46717e86--slur--stop--1,slur,stamp,n70973eec46717e86
n06b70cc4611bd0af--staccato--1,,staccato,derive,n06b70cc4611bd0af
n06b70cc4611bd0af--arpeggiate--1,n06b70cc4611bd0af--arpeggiate--1,arpeggiate,stamp,n06b70cc4611bd0af
n966c4b57d7f253cc--arpeggiate--1,n966c4b57d7f253cc--arpeggiate--1,arpeggiate,stamp,n966c4b57d7f253cc
nd88b2af178a604b8--arpeggiate--1,nd88b2af178a604b8--arpeggiate--1,arpeggiate,stamp,nd88b2af178a604b8
n8213078ec09311cc--staccato--1,,staccato,derive,n8213078ec09311cc
n8213078ec09311cc--arpeggiate--1,n8213078ec09311cc--arpeggiate--1,arpeggiate,stamp,n8213078ec09311cc
ne330255feee85c94--arpeggiate--1,ne330255feee85c94--arpeggiate--1,arpeggiate,stamp,ne330255feee85c94
nf4a2c76b2cf4bd8c--arpeggiate--1,nf4a2c76b2cf4bd8c--arpeggiate--1,arpeggiate,stamp,nf4a2c76b2cf4bd8c
ea56d57bf11215627,ea56d57bf11215627,words,md,1
e209fb66d72bac054,e209fb66d72bac054,words,md,1
ne492b4ec476c0b3c--slur--start--1,ne492b4ec476c0b3c--slur--start--1,slur,stamp,ne492b4ec476c0b3c
ne492b4ec476c0b3c--accent--1,,accent,derive,ne492b4ec476c0b3c
n08b624ef11236b7d--slur--stop--1,n08b624ef11236b7d--slur--stop--1,slur,stamp,n08b624ef11236b7d
nf18a6c98e41c9c18--slur--start--1,nf18a6c98e41c9c18--slur--start--1,slur,stamp,nf18a6c98e41c9c18
n226b244aa73a4e33--slur--stop--1,n226b244aa73a4e33--slur--stop--1,slur,stamp,n226b244aa73a4e33
n4f348917e5f45b05--staccato--1,,staccato,derive,n4f348917e5f45b05
n4f348917e5f45b05--arpeggiate--1,n4f348917e5f45b05--arpeggiate--1,arpeggiate,stamp,n4f348917e5f45b05
n2622709cfea5ce2f--arpeggiate--1,n2622709cfea5ce2f--arpeggiate--1,arpeggiate,stamp,n2622709cfea5ce2f
n29b212ec48bddd65--arpeggiate--1,n29b212ec48bddd65--arpeggiate--1,arpeggiate,stamp,n29b212ec48bddd65
nb36daf149de41fce--staccato--1,,staccato,derive,nb36daf149de41fce
nb36daf149de41fce--arpeggiate--1,nb36daf149de41fce--arpeggiate--1,arpeggiate,stamp,nb36daf149de41fce
n7a5f1e811ee0dd5b--arpeggiate--1,n7a5f1e811ee0dd5b--arpeggiate--1,arpeggiate,stamp,n7a5f1e811ee0dd5b
n4d426eb674c82aea--arpeggiate--1,n4d426eb674c82aea--arpeggiate--1,arpeggiate,stamp,n4d426eb674c82aea
efe1f30272bdaa13f,efe1f30272bdaa13f,wedge,md,1
e35d502c59fe76a59,e35d502c59fe76a59,wedge,md,1
n5513203e8a44d4b2--slur--start--1,n5513203e8a44d4b2--slur--start--1,slur,stamp,n5513203e8a44d4b2
n5513203e8a44d4b2--accent--1,,accent,derive,n5513203e8a44d4b2
nce4a5abaca43f112--slur--stop--1,nce4a5abaca43f112--slur--stop--1,slur,stamp,nce4a5abaca43f112
nbe742e1e2eb87618--slur--start--1,nbe742e1e2eb87618--slur--start--1,slur,stamp,nbe742e1e2eb87618
nbe742e1e2eb87618--accent--1,,accent,derive,nbe742e1e2eb87618
n249efca75a59841e--slur--stop--1,n249efca75a59841e--slur--stop--1,slur,stamp,n249efca75a59841e
ndbca12d5e2f1c86b--staccato--1,,staccato,derive,ndbca12d5e2f1c86b
ndbca12d5e2f1c86b--arpeggiate--1,ndbca12d5e2f1c86b--arpeggiate--1,arpeggiate,stamp,ndbca12d5e2f1c86b
n3abc31568d706b7f--arpeggiate--1,n3abc31568d706b7f--arpeggiate--1,arpeggiate,stamp,n3abc31568d706b7f
n195da761a6d8139d--arpeggiate--1,n195da761a6d8139d--arpeggiate--1,arpeggiate,stamp,n195da761a6d8139d
ne3361345a2e30fbd--arpeggiate--1,ne3361345a2e30fbd--arpeggiate--1,arpeggiate,stamp,ne3361345a2e30fbd
n3673ebf36fdc4675--staccato--1,,staccato,derive,n3673ebf36fdc4675
n3673ebf36fdc4675--arpeggiate--1,n3673ebf36fdc4675--arpeggiate--1,arpeggiate,stamp,n3673ebf36fdc4675
n20b0f35aad14da99--arpeggiate--1,n20b0f35aad14da99--arpeggiate--1,arpeggiate,stamp,n20b0f35aad14da99
n20f1d4cf66e2839b--arpeggiate--1,n20f1d4cf66e2839b--arpeggiate--1,arpeggiate,stamp,n20f1d4cf66e2839b
n2e8a43ff26cc96df--arpeggiate--1,n2e8a43ff26cc96df--arpeggiate--1,arpeggiate,stamp,n2e8a43ff26cc96df
n03deb443f2bd3ecc--tie--1,,tie,derive,n03deb443f2bd3ecc
n03deb443f2bd3ecc--tied--start--1,n03deb443f2bd3ecc--tied--start--1,tied,stamp,n03deb443f2bd3ecc
nfc86784bddb25eef--tie--1,,tie,derive,nfc86784bddb25eef
nfc86784bddb25eef--tied--stop--1,nfc86784bddb25eef--tied--stop--1,tied,stamp,nfc86784bddb25eef
nfc86784bddb25eef--tuplet--start--1,nfc86784bddb25eef--tuplet--start--1,tuplet,stamp,nfc86784bddb25eef
nfc86784bddb25eef--slur--start--1,nfc86784bddb25eef--slur--start--1,slur,stamp,nfc86784bddb25eef
n3cb9af2e1a419b15--tuplet--stop--1,n3cb9af2e1a419b15--tuplet--stop--1,tuplet,stamp,n3cb9af2e1a419b15
n3cb9af2e1a419b15--slur--stop--1,n3cb9af2e1a419b15--slur--stop--1,slur,stamp,n3cb9af2e1a419b15
n47abc5afe8ac3c0f--tuplet--start--1,n47abc5afe8ac3c0f--tuplet--start--1,tuplet,stamp,n47abc5afe8ac3c0f
n47abc5afe8ac3c0f--slur--start--1,n47abc5afe8ac3c0f--slur--start--1,slur,stamp,n47abc5afe8ac3c0f
n2e6dfb44c0b9bcd2--tuplet--stop--1,n2e6dfb44c0b9bcd2--tuplet--stop--1,tuplet,stamp,n2e6dfb44c0b9bcd2
n2e6dfb44c0b9bcd2--slur--stop--1,n2e6dfb44c0b9bcd2--slur--stop--1,slur,stamp,n2e6dfb44c0b9bcd2
n796ab85921535ad9--tuplet--start--1,n796ab85921535ad9--tuplet--start--1,tuplet,stamp,n796ab85921535ad9
n796ab85921535ad9--slur--start--1,n796ab85921535ad9--slur--start--1,slur,stamp,n796ab85921535ad9
neb8ef289c8db2485--tuplet--stop--1,neb8ef289c8db2485--tuplet--stop--1,tuplet,stamp,neb8ef289c8db2485
neb8ef289c8db2485--slur--stop--1,neb8ef289c8db2485--slur--stop--1,slur,stamp,neb8ef289c8db2485
nb0fd7cc02d02bc19--tuplet--start--1,nb0fd7cc02d02bc19--tuplet--start--1,tuplet,stamp,nb0fd7cc02d02bc19
nd4f981206d51fad6--tuplet--stop--1,nd4f981206d51fad6--tuplet--stop--1,tuplet,stamp,nd4f981206d51fad6
n9b3472d562d63f2a--tuplet--start--1,n9b3472d562d63f2a--tuplet--start--1,tuplet,stamp,n9b3472d562d63f2a
neff4055bf27362a0--tuplet--stop--1,neff4055bf27362a0--tuplet--stop--1,tuplet,stamp,neff4055bf27362a0
n2d7705c3d72a3db0--tuplet--start--1,n2d7705c3d72a3db0--tuplet--start--1,tuplet,stamp,n2d7705c3d72a3db0
n60200ff8ebf79575--tuplet--stop--1,n60200ff8ebf79575--tuplet--stop--1,tuplet,stamp,n60200ff8ebf79575
ncf37d2bf7fbe3b85--tuplet--start--1,ncf37d2bf7fbe3b85--tuplet--start--1,tuplet,stamp,ncf37d2bf7fbe3b85
n05bbd4f1e21d6afc--tuplet--stop--1,n05bbd4f1e21d6afc--tuplet--stop--1,tuplet,stamp,n05bbd4f1e21d6afc
n9d1c759d5b82f38c--tuplet--start--1,n9d1c759d5b82f38c--tuplet--start--1,tuplet,stamp,n9d1c759d5b82f38c
n9d1c759d5b82f38c--slur--start--1,n9d1c759d5b82f38c--slur--start--1,slur,stamp,n9d1c759d5b82f38c
n49827c9b7ef702d2--tuplet--stop--1,n49827c9b7ef702d2--tuplet--stop--1,tuplet,stamp,n49827c9b7ef702d2
n49827c9b7ef702d2--slur--stop--1,n49827c9b7ef702d2--slur--stop--1,slur,stamp,n49827c9b7ef702d2
n2cfa379e8125ebb9--tuplet--start--1,n2cfa379e8125ebb9--tuplet--start--1,tuplet,stamp,n2cfa379e8125ebb9
nb6d0c25cf8d00c8f--tuplet--stop--1,nb6d0c25cf8d00c8f--tuplet--stop--1,tuplet,stamp,nb6d0c25cf8d00c8f
nac2e8c181601eab4--tuplet--start--1,nac2e8c181601eab4--tuplet--start--1,tuplet,stamp,nac2e8c181601eab4
