note_id,original_id,printed_bar
n2a0a68f2f0f6788b,n2a0a68f2f0f6788b,10
n6fa189c3599d7857,n6fa189c3599d7857,10
nfcadbd80e647cc25,nfcadbd80e647cc25,10
n8384f9913a679209,n8384f9913a679209,10
ne651c12639b1df1d,ne651c12639b1df1d,10
n15467b39b68371e4,n15467b39b68371e4,10
n900ca07482a2b1b2,n900ca07482a2b1b2,10
ne8902d9b8d8c81ef,ne8902d9b8d8c81ef,10
n9a9527144cebeb0f,n9a9527144cebeb0f,10
nf5446a4637e59235,nf5446a4637e59235,10
n13885cb466b012be,n13885cb466b012be,10
n36ab129fa1bae450,n36ab129fa1bae450,10
n8e261084a08c8feb,n8e261084a08c8feb,10
n53821d3a85394f9b,n53821d3a85394f9b,10
n96f500653245b139,n96f500653245b139,10
nca7bb94c1b4b486b,nca7bb94c1b4b486b,10
n95ff061d6bc4df2c,n95ff061d6bc4df2c,10
n50f7b5243aa752be,n50f7b5243aa752be,10
n7be475708ccce14d,n7be475708ccce14d,10
n0d91fd75de712b50,n0d91fd75de712b50,10
n63ebd013b67dd2a5,n63ebd013b67dd2a5,10
ncfbcf7dedfc909af,ncfbcf7dedfc909af,10
n633e06ce68a0422d,n633e06ce68a0422d,10
nce232c2c9cce54b7,nce232c2c9cce54b7,10
n27101db9a043b585,n27101db9a043b585,10
nc0626bca80a78ed9,nc0626bca80a78ed9,10
n98d8675387fb793e,n98d8675387fb793e,10
n5074f4d6e3348b56,n5074f4d6e3348b56,10
nc9be48af6c23f147,nc9be48af6c23f147,10
n82c365725def611a,n82c365725def611a,10
n87f14044c498fb89,n87f14044c498fb89,10
n1d73537786e771c3,n1d73537786e771c3,10
n29b710e62c80366f,n29b710e62c80366f,10
n8092c1b57f3259f1,n8092c1b57f3259f1,10
ndc3c35d56ff5ecfd,ndc3c35d56ff5ecfd,11
nc716fe0c3de26248,nc716fe0c3de26248,11
n2781ee3aac4d04a9,n2781ee3aac4d04a9,11
nac930f4efa18345f,nac930f4efa18345f,11
n0d1d363fa3fae81c,n0d1d363fa3fae81c,11
n498d2448c46f5014,n498d2448c46f5014,11
ne1c356f2917aa24c,ne1c356f2917aa24c,11
n70973eec46717e86,n70973eec46717e86,11
na400ddde36ef71db,na400ddde36ef71db,11
n06b70cc4611bd0af,n06b70cc4611bd0af,11
n966c4b57d7f253cc,n966c4b57d7f253cc,11
nd88b2af178a604b8,nd88b2af178a604b8,11
n02fe674e8f45c3bc,n02fe674e8f45c3bc,11
nb802e0c322be8e6e,nb802e0c322be8e6e,11
nd903afa769798941,nd903afa769798941,11
n8213078ec09311cc,n8213078ec09311cc,11
ne330255feee85c94,ne330255feee85c94,11
nf4a2c76b2cf4bd8c,nf4a2c76b2cf4bd8c,11
n9881cd100eea8394,n9881cd100eea8394,11
n6fffd168b696c675,n6fffd168b696c675,11
ne492b4ec476c0b3c,ne492b4ec476c0b3c,12
n44bf92618dcbfea7,n44bf92618dcbfea7,12
n2a4bbc6b8955b217,n2a4bbc6b8955b217,12
n08b624ef11236b7d,n08b624ef11236b7d,12
nf18a6c98e41c9c18,nf18a6c98e41c9c18,12
nb1a50dafe43358a1,nb1a50dafe43358a1,12
n75a39bfa66343a8b,n75a39bfa66343a8b,12
n226b244aa73a4e33,n226b244aa73a4e33,12
n7be9197076abec17,n7be9197076abec17,12
n4f348917e5f45b05,n4f348917e5f45b05,12
n2622709cfea5ce2f,n2622709cfea5ce2f,12
n29b212ec48bddd65,n29b212ec48bddd65,12
ne41b8f6022ad24ec,ne41b8f6022ad24ec,12
nb15ca29835dde08e,nb15ca29835dde08e,12
n021b4fbb07e7acee,n021b4fbb07e7acee,12
nb36daf149de41fce,nb36daf149de41fce,12
n7a5f1e811ee0dd5b,n7a5f1e811ee0dd5b,12
n4d426eb674c82aea,n4d426eb674c82aea,12
n518820692ee1f75e,n518820692ee1f75e,12
nd6e1d77ebc65b2a7,nd6e1d77ebc65b2a7,12
n5513203e8a44d4b2,n5513203e8a44d4b2,13
nf497971fd71b5e12,nf497971fd71b5e12,13
n592f1ed8c9fd54ae,n592f1ed8c9fd54ae,13
nce4a5abaca43f112,nce4a5abaca43f112,13
nbe742e1e2eb87618,nbe742e1e2eb87618,13
n03dc7bdba949ed4f,n03dc7bdba949ed4f,13
n7863365a3cede993,n7863365a3cede993,13
n249efca75a59841e,n249efca75a59841e,13
nc3da1350aa358713,nc3da1350aa358713,13
ndbca12d5e2f1c86b,ndbca12d5e2f1c86b,13
n3abc31568d706b7f,n3abc31568d706b7f,13
n195da761a6d8139d,n195da761a6d8139d,13
ne3361345a2e30fbd,ne3361345a2e30fbd,13
n08d6d626ef1faf4f,n08d6d626ef1faf4f,13
n2eb56867990fc0c6,n2eb56867990fc0c6,13
n785b702f7deaf3c9,n785b702f7deaf3c9,13
n3673ebf36fdc4675,n3673ebf36fdc4675,13
n20b0f35aad14da99,n20b0f35aad14da99,13
n20f1d4cf66e2839b,n20f1d4cf66e2839b,13
n2e8a43ff26cc96df,n2e8a43ff26cc96df,13
n74889cc8919719dc,n74889cc8919719dc,13
n68ca0f8ccbaf8b25,n68ca0f8ccbaf8b25,13
n03deb443f2bd3ecc,n03deb443f2bd3ecc,14
nfc86784bddb25eef,nfc86784bddb25eef,14
n121f0e4d8cada3de,n121f0e4d8cada3de,14
n3cb9af2e1a419b15,n3cb9af2e1a419b15,14
n47abc5afe8ac3c0f,n47abc5afe8ac3c0f,14
nfee22eada97800c9,nfee22eada97800c9,14
n2e6dfb44c0b9bcd2,n2e6dfb44c0b9bcd2,14
n796ab85921535ad9,n796ab85921535ad9,14
n8503b9c3365e4779,n8503b9c3365e4779,14
neb8ef289c8db2485,neb8ef289c8db2485,14
n49353c06f2cc96cd,n49353c06f2cc96cd,14
nd7e667912c8a3fc1,nd7e667912c8a3fc1,14
n86b5f9c8cd734c9b,n86b5f9c8cd734c9b,14
n892a08223353ee00,n892a08223353ee00,14
ndee2ac4bbc49d5e8,ndee2ac4bbc49d5e8,14
n2374da27bcb98978,n2374da27bcb98978,14
n88c6f382de3acc11,n88c6f382de3acc11,14
nf9e70d0410005742,nf9e70d0410005742,14
nb0fd7cc02d02bc19,nb0fd7cc02d02bc19,14
nda55eb699aee4c7b,nda55eb699aee4c7b,14
n52f497efd7beadce,n52f497efd7beadce,14
n7f5da61883bfffeb,n7f5da61883bfffeb,14
nd4f981206d51fad6,nd4f981206d51fad6,14
n9b3472d562d63f2a,n9b3472d562d63f2a,14
n4fd7c3341d31b294,n4fd7c3341d31b294,14
n0d78fecf49d07628,n0d78fecf49d07628,14
n4dcb5b26fba26048,n4dcb5b26fba26048,14
neff4055bf27362a0,neff4055bf27362a0,14
n2d7705c3d72a3db0,n2d7705c3d72a3db0,14
n15cc229f0c827497,n15cc229f0c827497,14
n4dc08dc67a42ce64,n4dc08dc67a42ce64,14
nd0ce521fbc521ef4,nd0ce521fbc521ef4,14
n60200ff8ebf79575,n60200ff8ebf79575,14
ncf37d2bf7fbe3b85,ncf37d2bf7fbe3b85,14
n51453d08029ab790,n51453d08029ab790,14
n57a496cb5ea520d3,n57a496cb5ea520d3,14
n113ffe454250b107,n113ffe454250b107,14
n05bbd4f1e21d6afc,n05bbd4f1e21d6afc,14
n9d1c759d5b82f38c,n9d1c759d5b82f38c,14
nae48caac8a0df165,nae48caac8a0df165,14
n7b248c44635a6c66,n7b248c44635a6c66,14
n97b44b053146c41d,n97b44b053146c41d,14
n49827c9b7ef702d2,n49827c9b7ef702d2,14
n2cfa379e8125ebb9,n2cfa379e8125ebb9,14
nee4583d094b53b81,nee4583d094b53b81,14
n1b0e92385389c017,n1b0e92385389c017,14
n547a7aeba9a24572,n547a7aeba9a24572,14
nb6d0c25cf8d00c8f,nb6d0c25cf8d00c8f,14
nac2e8c181601eab4,nac2e8c181601eab4,14
nf5db1c1762648e3a,nf5db1c1762648e3a,14
n8fb14f3158a80b95,n8fb14f3158a80b95,14
nf5dabcb9ad58f9e1,nf5dabcb9ad58f9e1,14
ne566786ac0f37920,ne566786ac0f37920,14
nd7d950a593d53619,nd7d950a593d53619,14
nf4bde9e01d24b99f,nf4bde9e01d24b99f,14
n0a32f94f11b63a1e,n0a32f94f11b63a1e,14
n0dabc45591924671,n0dabc45591924671,14
n4816f39af8f8deab,n4816f39af8f8deab,14
neecb02b8102909e4,neecb02b8102909e4,14
n36bc8628d7f36b06,n36bc8628d7f36b06,14
n31abd365033cfdcf,n31abd365033cfdcf,14
n66f2923be7dd6ea9,n66f2923be7dd6ea9,14
nb55c84a2fb320532,nb55c84a2fb320532,14
ndce64ff5808c39fa,ndce64ff5808c39fa,14
n5006142c47e82fb7,n5006142c47e82fb7,14
ne25a8793bc540fc2,ne25a8793bc540fc2,14
n5d8de9fa6a49b462,n5d8de9fa6a49b462,14
n9418f8d505fb2f02,n9418f8d505fb2f02,14
n13e496d8b0df6e6e,n13e496d8b0df6e6e,14
n48511285a5a972d7,n48511285a5a972d7,14
n2e7dd0bdd73c62a7,n2e7dd0bdd73c62a7,14
na0f86274600da404,na0f86274600da404,14
nd3aa5fa85dbabb60,nd3aa5fa85dbabb60,14
naae88b45689ff85a,naae88b45689ff85a,14
n54e67270a6e1b3d1,n54e67270a6e1b3d1,14
n988fb5eaf8b26bc2,n988fb5eaf8b26bc2,14
nd64f60ae3e2f17b7,nd64f60ae3e2f17b7,14
nba242774a945c977,nba242774a945c977,X1
n56e7d32d97b757fe,n56e7d32d97b757fe,X1
nbfdf22394929b481,nbfdf22394929b481,X1
nc22a6615ffac8965,nc22a6615ffac8965,X1
n5d2d46c487946892,n5d2d46c487946892,X1
n5d3a88875a3a465d,n5d3a88875a3a465d,X1
nd1fb21b630f8c09a,nd1fb21b630f8c09a,X1
nbfee91e1dc1e20cb,nbfee91e1dc1e20cb,X1
n4ba1f9c7f1f80188,n4ba1f9c7f1f80188,X1
n283dbd0953ffadf6,n283dbd0953ffadf6,X1
nb3ee5b24b5497731,nb3ee5b24b5497731,X1
n83c3299e8d2a946d,n83c3299e8d2a946d,X1
n258251a01b468288,n258251a01b468288,X1
nc1c1164ca14a7e67,nc1c1164ca14a7e67,X1
ne97ecb3b49cea39a,ne97ecb3b49cea39a,X1
n07527a22e401e9ba,n07527a22e401e9ba,X1
n95bf9959bc3279f9,n95bf9959bc3279f9,X1
n2513100c7690cdd4,n2513100c7690cdd4,X1
n6ba67eeec120362f,n6ba67eeec120362f,X1
nbc8123ab82972a4f,nbc8123ab82972a4f,X1
n6d6f75447ad428f5,n6d6f75447ad428f5,X1
n363dc31391a23357,n363dc31391a23357,X1
n6f508c0f9f275c93,n6f508c0f9f275c93,X1
n66cfe636eff4aa51,n66cfe636eff4aa51,X1
ndbf7bd358b43507b,ndbf7bd358b43507b,X1
n1c3fc95d83729325,n1c3fc95d83729325,X1
n1321c591a6894b58,n1321c591a6894b58,X1
ne4fd738fb57035a4,ne4fd738fb57035a4,X1
n43fa55db7a8137cf,n43fa55db7a8137cf,X1
nf7d7495677304535,nf7d7495677304535,X1
n916c24c7765c697f,n916c24c7765c697f,X1
n027a26b6cd2d5de9,n027a26b6cd2d5de9,X1
nc67365cb2a43b49b,nc67365cb2a43b49b,X1
n4b719d24f7044096,n4b719d24f7044096,X1
n5ec290689dede1a3,n5ec290689dede1a3,X1
n0069b484d74cf897,n0069b484d74cf897,X1
ne671fa5c755fc79f,ne671fa5c755fc79f,X1
nf8e9818d3c41b6f5,nf8e9818d3c41b6f5,X1
n7472d472f922f43e,n7472d472f922f43e,X1
nea49d6cdb9d49e9b,nea49d6cdb9d49e9b,X1
n8ae9643934c85bd8,n8ae9643934c85bd8,X1
n84350c7cb917e9dc,n84350c7cb917e9dc,X1
n4f76f4073da68d47,n4f76f4073da68d47,X1
n291376cc2d9bb2c5,n291376cc2d9bb2c5,X1
nced37ed5d376d6b7,nced37ed5d376d6b7,X1
nf42787680e9e68a8,nf42787680e9e68a8,X1
n4538aba8968aecda,n4538aba8968aecda,X1
nae54d3d3c524b8b2,nae54d3d3c524b8b2,X1
nde68412640c87f22,nde68412640c87f22,X1
n13ccd2b3e616fe8c,n13ccd2b3e616fe8c,X1
nfd76cb767eeb8ab8,nfd76cb767eeb8ab8,X1
n1d41a251fcc3dfae,n1d41a251fcc3dfae,X1
nd88924242876c4cb,nd88924242876c4cb,X1
n887857b5a2944226,n887857b5a2944226,X1
n6f85655802c3ed8d,n6f85655802c3ed8d,X1
nd770782b32316b7b,nd770782b32316b7b,X1
n18008baff6c9dca3,n18008baff6c9dca3,X1
n1589bfb2620f5a30,n1589bfb2620f5a30,X1
n5a560d264041e567,n5a560d264041e567,X1
n3dc9c333bbce8864,n3dc9c333bbce8864,X1
nfa8daf1a2bdb83fb,nfa8daf1a2bdb83fb,X1
nf0550174b146c287,nf0550174b146c287,X1
n1d0222ae90387eb8,n1d0222ae90387eb8,X1
ne338205ab9b88951,ne338205ab9b88951,X1
nac0bb0a68e8fe6de,nac0bb0a68e8fe6de,X1
n33d31b5f17de89c5,n33d31b5f17de89c5,X1
n48e45f934ee9679f,n48e45f934ee9679f,X1
nb0479474a575a42a,nb0479474a575a42a,X1
n49a08cdab6e0afad,n49a08cdab6e0afad,X1
n3491d7c3242b881d,n3491d7c3242b881d,X1
ne90fb34d185deb26,ne90fb34d185deb26,X1
nb6f30cbe631dac53,nb6f30cbe631dac53,X1
n768806154299668c,n768806154299668c,X1
ne19918e1e377b887,ne19918e1e377b887,X1
n861136576f1e9418,n861136576f1e9418,X1
ne863ccc4be3927de,ne863ccc4be3927de,X2
n8022064152806898,n8022064152806898,X2
nf6aa8aa0291affc5,nf6aa8aa0291affc5,X2
nfb7bb41e4fd4e13e,nfb7bb41e4fd4e13e,X2
nea66857b92bd6eaf,nea66857b92bd6eaf,X2
n3e77465cf5bdbb2e,n3e77465cf5bdbb2e,X2
nee3dfebbe8598354,nee3dfebbe8598354,X2
n00fc4d8679b21ff2,n00fc4d8679b21ff2,X2
n86259578d9c2c397,n86259578d9c2c397,X2
n09f415c449f44184,n09f415c449f44184,X2
n1d3facb14242ff0b,n1d3facb14242ff0b,X2
n1299e262da927ad4,n1299e262da927ad4,X2
ne34a8fb3f63b175c,ne34a8fb3f63b175c,X2
n73b765c5dd556492,n73b765c5dd556492,X2
n90eebfc8b42fcce9,n90eebfc8b42fcce9,X2
nc2889bd459c71ca6,nc2889bd459c71ca6,X2
n9579104566fa07f0,n9579104566fa07f0,X2
n2782752e42c707e6,n2782752e42c707e6,X2
n9477ec0065729659,n9477ec0065729659,X2
n2b17e34bb8e380b9,n2b17e34bb8e380b9,X2
nb91bb340b3604aeb,nb91bb340b3604aeb,X2
nfb919799b84ce518,nfb919799b84ce518,X2
n6152501c2d87d756,n6152501c2d87d756,X2
n59e079f38e4da218,n59e079f38e4da218,X2
n61638224f6a735ec,n61638224f6a735ec,X2
nf2b9709062d0f954,nf2b9709062d0f954,X2
nc896dde516027adf,nc896dde516027adf,X2
nfda9ead0fd01c3dd,nfda9ead0fd01c3dd,X2
nc6fd9adc17bc64e0,nc6fd9adc17bc64e0,X2
nc6b0cc790298a6a8,nc6b0cc790298a6a8,X2
n26ac18094998b2f0,n26ac18094998b2f0,X2
na28638392056eee9,na28638392056eee9,X2
n43eb20a5ad77f22d,n43eb20a5ad77f22d,X2
nfb05417188c07e3a,nfb05417188c07e3a,X2
n6265989692232aa3,n6265989692232aa3,X2
nb14159bed40e9626,nb14159bed40e9626,X2
n322a1afc3cbea099,n322a1afc3cbea099,X2
n37dd4060acf82f35,n37dd4060acf82f35,X2
n0262478015fbeb42,n0262478015fbeb42,X2
n0995346b253a3e0c,n0995346b253a3e0c,X2
nf639bbde398f5b2b,nf639bbde398f5b2b,X2
ne0f1faea58135f9e,ne0f1faea58135f9e,X2
n1c7c5cbaab710321,n1c7c5cbaab710321,X2
nb36929c82200adc3,nb36929c82200adc3,X2
n3d06dab3fa2f96ea,n3d06dab3fa2f96ea,X2
nee9e27e26abba156,nee9e27e26abba156,X2
n67fe8795bd4aac0d,n67fe8795bd4aac0d,X2
