element_id,original_id,tag,carrier,host_or_staff
n08566bd87f885ce4--tuplet--stop--1,,tuplet,stamp,n08566bd87f885ce4
n9d5f9e5b171bb7ac--tuplet--start--1,,tuplet,stamp,n9d5f9e5b171bb7ac
nf1d79e439eab3b22--tuplet--stop--1,,tuplet,stamp,nf1d79e439eab3b22
nd91b092998b0618b--tie--1,,tie,derive,nd91b092998b0618b
nd91b092998b0618b--tied--start--1,,tied,stamp,nd91b092998b0618b
n38e379f6078c6b9c--tie--1,,tie,derive,n38e379f6078c6b9c
n38e379f6078c6b9c--tied--stop--1,,tied,stamp,n38e379f6078c6b9c
na3d7dc7dcbe22da5--tuplet--start--1,,tuplet,stamp,na3d7dc7dcbe22da5
n2fbf0b8fef544c8b--tuplet--stop--1,,tuplet,stamp,n2fbf0b8fef544c8b
n4009f5c77c77b01e--tuplet--start--1,,tuplet,stamp,n4009f5c77c77b01e
n603fd9eb6bd014a5--tuplet--stop--1,,tuplet,stamp,n603fd9eb6bd014a5
n989d46ea5f1bfa96--tuplet--start--1,,tuplet,stamp,n989d46ea5f1bfa96
n6fea75bbc6534a45--tuplet--stop--1,,tuplet,stamp,n6fea75bbc6534a45
n063f8adf7c3055ed--tuplet--start--1,,tuplet,stamp,n063f8adf7c3055ed
nd9d22eceaa41e311--tuplet--stop--1,,tuplet,stamp,nd9d22eceaa41e311
n55693b8d895204fc--tie--1,,tie,derive,n55693b8d895204fc
n55693b8d895204fc--tied--start--1,,tied,stamp,n55693b8d895204fc
n8532a83baf9fc915--tie--1,,tie,derive,n8532a83baf9fc915
n8532a83baf9fc915--tied--start--1,,tied,stamp,n8532a83baf9fc915
n4e04ff9b4f9b6f2d--tie--1,,tie,derive,n4e04ff9b4f9b6f2d
n4e04ff9b4f9b6f2d--tied--stop--1,,tied,stamp,n4e04ff9b4f9b6f2d
n50d89578a8b22611--tie--1,,tie,derive,n50d89578a8b22611
n50d89578a8b22611--tied--stop--1,,tied,stamp,n50d89578a8b22611
nc769f35e8aea2cb7--tie--1,,tie,derive,nc769f35e8aea2cb7
nc769f35e8aea2cb7--tied--start--1,,tied,stamp,nc769f35e8aea2cb7
n2b1fcc37529b3177--tie--1,,tie,derive,n2b1fcc37529b3177
n2b1fcc37529b3177--tied--stop--1,,tied,stamp,n2b1fcc37529b3177
n9a8d6b46c09721d1--tie--1,,tie,derive,n9a8d6b46c09721d1
n9a8d6b46c09721d1--tied--start--1,,tied,stamp,n9a8d6b46c09721d1
ned896709ec2a8a43--tie--1,,tie,derive,ned896709ec2a8a43
ned896709ec2a8a43--tied--stop--1,,tied,stamp,ned896709ec2a8a43
nfe0aab3077655102--tie--1,,tie,derive,nfe0aab3077655102
nfe0aab3077655102--tied--start--1,,tied,stamp,nfe0aab3077655102
n096e604b7fcd44af--tie--1,,tie,derive,n096e604b7fcd44af
n096e604b7fcd44af--tied--start--1,,tied,stamp,n096e604b7fcd44af
n277821814dda391c--tie--1,,tie,derive,n277821814dda391c
n277821814dda391c--tied--stop--1,,tied,stamp,n277821814dda391c
nb358df9ceb17809f--tie--1,,tie,derive,nb358df9ceb17809f
nb358df9ceb17809f--tied--start--1,,tied,stamp,nb358df9ceb17809f
nad6c822cfbd88bbe--tie--1,,tie,derive,nad6c822cfbd88bbe
nad6c822cfbd88bbe--tied--stop--1,,tied,stamp,nad6c822cfbd88bbe
ne21065faa28bffe8--tie--1,,tie,derive,ne21065faa28bffe8
ne21065faa28bffe8--tied--stop--1,,tied,stamp,ne21065faa28bffe8
nc0890bff427c76b3--tuplet--start--1,,tuplet,stamp,nc0890bff427c76b3
na096a04eecbb55a0--tuplet--stop--1,,tuplet,stamp,na096a04eecbb55a0
n51d3c5bae0e577ed--tuplet--start--1,,tuplet,stamp,n51d3c5bae0e577ed
na9a3b73484a47c63--tuplet--stop--1,,tuplet,stamp,na9a3b73484a47c63
n5793849a623878f8--tuplet--start--1,,tuplet,stamp,n5793849a623878f8
n87c81f448127fa67--tuplet--stop--1,,tuplet,stamp,n87c81f448127fa67
n5ed762c83cb98aed--tuplet--start--1,,tuplet,stamp,n5ed762c83cb98aed
nd3d4128c76f4a36c--tuplet--stop--1,,tuplet,stamp,nd3d4128c76f4a36c
ndd339bfe2e4aa315--tuplet--start--1,,tuplet,stamp,ndd339bfe2e4aa315
nb9079d56d900e6e7--tuplet--stop--1,,tuplet,stamp,nb9079d56d900e6e7
n8d1b560aa88d88fb--tuplet--start--1,,tuplet,stamp,n8d1b560aa88d88fb
nda570709d466b50f--tuplet--stop--1,,tuplet,stamp,nda570709d466b50f
n8791df45e665d0b5--tuplet--start--1,,tuplet,stamp,n8791df45e665d0b5
n11c656f44ea66465--tuplet--stop--1,,tuplet,stamp,n11c656f44ea66465
n4e75f958cdaa251b--tuplet--start--1,,tuplet,stamp,n4e75f958cdaa251b
nd6c1ecf0968db192--tuplet--stop--1,,tuplet,stamp,nd6c1ecf0968db192
n905eb3c16a9967f8--tie--1,,tie,derive,n905eb3c16a9967f8
n905eb3c16a9967f8--tied--start--1,,tied,stamp,n905eb3c16a9967f8
n7fb301b36868524e--tie--1,,tie,derive,n7fb301b36868524e
n7fb301b36868524e--tied--stop--1,,tied,stamp,n7fb301b36868524e
n635d4b24d95e69d7--tuplet--start--1,,tuplet,stamp,n635d4b24d95e69d7
n88b6d101394c0d4e--tuplet--stop--1,,tuplet,stamp,n88b6d101394c0d4e
n42bd4a5621e2ad98--tuplet--start--1,,tuplet,stamp,n42bd4a5621e2ad98
ndf8d1f71361a63be--tuplet--stop--1,,tuplet,stamp,ndf8d1f71361a63be
nc1702913a7462d62--tuplet--start--1,,tuplet,stamp,nc1702913a7462d62
n99ee9c7cde4c4b15--tuplet--stop--1,,tuplet,stamp,n99ee9c7cde4c4b15
n6333200c130f5b12--tuplet--start--1,,tuplet,stamp,n6333200c130f5b12
n3e5d4c9c8d5c7e8d--tuplet--stop--1,,tuplet,stamp,n3e5d4c9c8d5c7e8d
n44d6accc93815c6b--tie--1,,tie,derive,n44d6accc93815c6b
n44d6accc93815c6b--tied--start--1,,tied,stamp,n44d6accc93815c6b
ndfc91d1b73a600cd--tuplet--start--1,,tuplet,stamp,ndfc91d1b73a600cd
nec0e033f7caffe3b--tuplet--stop--1,,tuplet,stamp,nec0e033f7caffe3b
n874b12cdf1704c73--tuplet--start--1,,tuplet,stamp,n874b12cdf1704c73
ne8754eb9c1411ca4--tuplet--stop--1,,tuplet,stamp,ne8754eb9c1411ca4
n862719b14fa4ff00--tuplet--start--1,,tuplet,stamp,n862719b14fa4ff00
n03745bd9a2d218a0--tuplet--stop--1,,tuplet,stamp,n03745bd9a2d218a0
nf79b14da43b32583--tuplet--start--1,,tuplet,stamp,nf79b14da43b32583
nd804c9240f055f36--tuplet--stop--1,,tuplet,stamp,nd804c9240f055f36
n4d5a572f1569a4c0--tie--1,,tie,derive,n4d5a572f1569a4c0
n4d5a572f1569a4c0--tied--stop--1,,tied,stamp,n4d5a572f1569a4c0
n4d5a572f1569a4c0--tuplet--start--1,,tuplet,stamp,n4d5a572f1569a4c0
n9aa24e54d8214f6a--tuplet--stop--1,,tuplet,stamp,n9aa24e54d8214f6a
n64122e8888eba7d2--tuplet--start--1,,tuplet,stamp,n64122e8888eba7d2
n99c5942f33b76df2--tuplet--stop--1,,tuplet,stamp,n99c5942f33b76df2
n73d2479bcb9632e7--tie--1,,tie,derive,n73d2479bcb9632e7
n73d2479bcb9632e7--tied--start--1,,tied,stamp,n73d2479bcb9632e7
nd3468868728b5ddd--tie--1,,tie,derive,nd3468868728b5ddd
nd3468868728b5ddd--tied--stop--1,,tied,stamp,nd3468868728b5ddd
n697352ae0037d18c--tie--1,,tie,derive,n697352ae0037d18c
n697352ae0037d18c--tied--start--1,,tied,stamp,n697352ae0037d18c
n6a76a598f701e577--tie--1,,tie,derive,n6a76a598f701e577
n6a76a598f701e577--tied--stop--1,,tied,stamp,n6a76a598f701e577
n421e9c8f4dc6a9a3--tie--1,,tie,derive,n421e9c8f4dc6a9a3
n421e9c8f4dc6a9a3--tied--start--1,,tied,stamp,n421e9c8f4dc6a9a3
n592f1ed8c9fd54ae--tie--1,,tie,derive,n592f1ed8c9fd54ae
n592f1ed8c9fd54ae--tied--stop--1,,tied,stamp,n592f1ed8c9fd54ae
n86b5f9c8cd734c9b--tuplet--start--1,,tuplet,stamp,n86b5f9c8cd734c9b
nd308d5068c9e1580--tuplet--stop--1,,tuplet,stamp,nd308d5068c9e1580
nd7e667912c8a3fc1--tuplet--start--1,,tuplet,stamp,nd7e667912c8a3fc1
ne79664917476984d--tuplet--stop--1,,tuplet,stamp,ne79664917476984d
nc44440fc7e7e24be--tuplet--start--1,,tuplet,stamp,nc44440fc7e7e24be
nca1d5de1da3284a8--tuplet--stop--1,,tuplet,stamp,nca1d5de1da3284a8
n2374da27bcb98978--tuplet--start--1,,tuplet,stamp,n2374da27bcb98978
n25cfc12bfff222fb--tuplet--stop--1,,tuplet,stamp,n25cfc12bfff222fb
n7f27018e83e1515f--tuplet--start--1,,tuplet,stamp,n7f27018e83e1515f
n0bcdc3f5805b42b9--tuplet--stop--1,,tuplet,stamp,n0bcdc3f5805b42b9
n35be55ed5d2442fa--tuplet--start--1,,tuplet,stamp,n35be55ed5d2442fa
n9992599063580f4a--tuplet--stop--1,,tuplet,stamp,n9992599063580f4a
n64282a9ada37f47d--tuplet--start--1,,tuplet,stamp,n64282a9ada37f47d
n7cc627920bbd7314--tuplet--stop--1,,tuplet,stamp,n7cc627920bbd7314
n15572841f5c015fd--tuplet--start--1,,tuplet,stamp,n15572841f5c015fd
n2e163d36ad15246e--tuplet--stop--1,,tuplet,stamp,n2e163d36ad15246e
n60620bd9387cc7c9--tie--1,,tie,derive,n60620bd9387cc7c9
n60620bd9387cc7c9--tied--start--1,,tied,stamp,n60620bd9387cc7c9
na1f46f038a30d64a--inverted-mordent--1,,inverted-mordent,derive,na1f46f038a30d64a
n8568007df9172803--tie--1,,tie,derive,n8568007df9172803
n8568007df9172803--tied--stop--1,,tied,stamp,n8568007df9172803
n24982cd23fa7f2f7--tie--1,,tie,derive,n24982cd23fa7f2f7
n24982cd23fa7f2f7--tied--start--1,,tied,stamp,n24982cd23fa7f2f7
n7d0c7256ff8aa961--tie--1,,tie,derive,n7d0c7256ff8aa961
n7d0c7256ff8aa961--tied--stop--1,,tied,stamp,n7d0c7256ff8aa961
n06fa69ef66dc3954--tie--1,,tie,derive,n06fa69ef66dc3954
n06fa69ef66dc3954--tied--start--1,,tied,stamp,n06fa69ef66dc3954
n415fc24b9f247796--tuplet--start--1,,tuplet,stamp,n415fc24b9f247796
nff68a6ea532c810c--tuplet--stop--1,,tuplet,stamp,nff68a6ea532c810c
ne036998b7fc5e508--tuplet--start--1,,tuplet,stamp,ne036998b7fc5e508
n222e6307b9af0339--tuplet--stop--1,,tuplet,stamp,n222e6307b9af0339
na7fb3f85c7d6d44b--tuplet--start--1,,tuplet,stamp,na7fb3f85c7d6d44b
n7230c86a6a4055eb--tuplet--stop--1,,tuplet,stamp,n7230c86a6a4055eb
ndb637adf60b60c3e--tuplet--start--1,,tuplet,stamp,ndb637adf60b60c3e
nda86022aa25b1236--tuplet--stop--1,,tuplet,stamp,nda86022aa25b1236
n12bfef30b704d01b--tuplet--start--1,,tuplet,stamp,n12bfef30b704d01b
ne59776962a3d1bec--tuplet--stop--1,,tuplet,stamp,ne59776962a3d1bec
n158ce5817ce1af0b--tuplet--start--1,,tuplet,stamp,n158ce5817ce1af0b
n2badee07525ee9b3--tuplet--stop--1,,tuplet,stamp,n2badee07525ee9b3
n88033b58f1e30944--tie--1,,tie,derive,n88033b58f1e30944
n88033b58f1e30944--tied--stop--1,,tied,stamp,n88033b58f1e30944
n8a6a0bd06c5521b5--tuplet--start--1,,tuplet,stamp,n8a6a0bd06c5521b5
nb987d032c914ac51--tuplet--stop--1,,tuplet,stamp,nb987d032c914ac51
nc60626d51339c4b5--tuplet--start--1,,tuplet,stamp,nc60626d51339c4b5
n8d6859fcc1f7b60d--tuplet--stop--1,,tuplet,stamp,n8d6859fcc1f7b60d
n39fc73be3564793c--tuplet--start--1,,tuplet,stamp,n39fc73be3564793c
ne0431b0592caf690--tuplet--stop--1,,tuplet,stamp,ne0431b0592caf690
n3abca1b09a65fdd1--tuplet--start--1,,tuplet,stamp,n3abca1b09a65fdd1
n2cc98b90f2382442--tuplet--stop--1,,tuplet,stamp,n2cc98b90f2382442
n6cbf5c3c5fb46362--tuplet--start--1,,tuplet,stamp,n6cbf5c3c5fb46362
n81df471c0e4b4b3b--tuplet--stop--1,,tuplet,stamp,n81df471c0e4b4b3b
nc789841692e173ae--tuplet--start--1,,tuplet,stamp,nc789841692e173ae
nad0beee7b0d4979e--tuplet--stop--1,,tuplet,stamp,nad0beee7b0d4979e
nfe3380101d3f75fc--tuplet--start--1,,tuplet,stamp,nfe3380101d3f75fc
n40f8713ecdadb0e5--tuplet--stop--1,,tuplet,stamp,n40f8713ecdadb0e5
n2dff491f050c8441--tuplet--start--1,,tuplet,stamp,n2dff491f050c8441
n59afd9ed9b3a1b3c--tuplet--stop--1,,tuplet,stamp,n59afd9ed9b3a1b3c
nb570496fd717b9bc--tuplet--start--1,,tuplet,stamp,nb570496fd717b9bc
nc85cbfbcd0140342--tuplet--stop--1,,tuplet,stamp,nc85cbfbcd0140342
nee97f2ccb6607d8a--tuplet--start--1,,tuplet,stamp,nee97f2ccb6607d8a
n00e06866807f5d3a--tuplet--stop--1,,tuplet,stamp,n00e06866807f5d3a
n50afce2045fb8316--tie--1,,tie,derive,n50afce2045fb8316
n50afce2045fb8316--tied--start--1,,tied,stamp,n50afce2045fb8316
ne6ac72f9f0f12249--tie--1,,tie,derive,ne6ac72f9f0f12249
ne6ac72f9f0f12249--tie--2,,tie,derive,ne6ac72f9f0f12249
ne6ac72f9f0f12249--tied--stop--1,,tied,stamp,ne6ac72f9f0f12249
ne6ac72f9f0f12249--tied--start--2,,tied,stamp,ne6ac72f9f0f12249
naa3a442f71aa728b--tie--1,,tie,derive,naa3a442f71aa728b
naa3a442f71aa728b--tied--stop--1,,tied,stamp,naa3a442f71aa728b
n3fe7e718af1df6a6--tuplet--start--1,,tuplet,stamp,n3fe7e718af1df6a6
n6988f4038e568a7d--tuplet--stop--1,,tuplet,stamp,n6988f4038e568a7d
n66e867edba0a1516--tuplet--start--1,,tuplet,stamp,n66e867edba0a1516
n44c94b67e25a0aa6--tuplet--stop--1,,tuplet,stamp,n44c94b67e25a0aa6
n8bbf3dda9f1b32b8--tuplet--start--1,,tuplet,stamp,n8bbf3dda9f1b32b8
naa6f34f5b9431fcc--tuplet--stop--1,,tuplet,stamp,naa6f34f5b9431fcc
n41560bbd1192adce--tuplet--start--1,,tuplet,stamp,n41560bbd1192adce
nbb1dcd3f548f9db5--tuplet--stop--1,,tuplet,stamp,nbb1dcd3f548f9db5
naec6a59ce00a9d4e--tuplet--start--1,,tuplet,stamp,naec6a59ce00a9d4e
ndfa02d95d3320954--tuplet--stop--1,,tuplet,stamp,ndfa02d95d3320954
n75bd1bc2e5312848--tuplet--start--1,,tuplet,stamp,n75bd1bc2e5312848
n1beeb8faab7b07ad--tuplet--stop--1,,tuplet,stamp,n1beeb8faab7b07ad
nee596914f9d736bc--tie--1,,tie,derive,nee596914f9d736bc
nee596914f9d736bc--tied--start--1,,tied,stamp,nee596914f9d736bc
n73c53631347bcc14--tie--1,,tie,derive,n73c53631347bcc14
n73c53631347bcc14--tied--stop--1,,tied,stamp,n73c53631347bcc14
n64b0e9926f4126cd--tuplet--start--1,,tuplet,stamp,n64b0e9926f4126cd
nabfa1ac6f5f09913--tuplet--stop--1,,tuplet,stamp,nabfa1ac6f5f09913
n494af408f3a08b16--tuplet--start--1,,tuplet,stamp,n494af408f3a08b16
n370443e0f7536d91--tuplet--stop--1,,tuplet,stamp,n370443e0f7536d91
nb67ed45ac6d91137--tuplet--start--1,,tuplet,stamp,nb67ed45ac6d91137
naaae11a16ffdb614--tuplet--stop--1,,tuplet,stamp,naaae11a16ffdb614
nd86350cb87b26976--tuplet--start--1,,tuplet,stamp,nd86350cb87b26976
n0a976c11736e3bbe--tuplet--stop--1,,tuplet,stamp,n0a976c11736e3bbe
ne0ffae70b50fbe1d--tuplet--start--1,,tuplet,stamp,ne0ffae70b50fbe1d
n4650333041994772--tuplet--stop--1,,tuplet,stamp,n4650333041994772
n2b3794119975cebb--tuplet--start--1,,tuplet,stamp,n2b3794119975cebb
n9e59fbc6f065ef45--tuplet--stop--1,,tuplet,stamp,n9e59fbc6f065ef45
n9400e7b833e84194--tuplet--start--1,,tuplet,stamp,n9400e7b833e84194
nd67e626469eee426--tuplet--stop--1,,tuplet,stamp,nd67e626469eee426
n717cc79e5e20f535--tuplet--start--1,,tuplet,stamp,n717cc79e5e20f535
ncc05bbd84f0a032f--tuplet--stop--1,,tuplet,stamp,ncc05bbd84f0a032f
n4c24cb68ac279f5c--tuplet--start--1,,tuplet,stamp,n4c24cb68ac279f5c
n82df9e6fa0eb8d15--tuplet--stop--1,,tuplet,stamp,n82df9e6fa0eb8d15
n4b4740cf24599d16--tuplet--start--1,,tuplet,stamp,n4b4740cf24599d16
n7d5eada71b98ebbd--tuplet--stop--1,,tuplet,stamp,n7d5eada71b98ebbd
n6bcedf4ddaf44f26--tuplet--start--1,,tuplet,stamp,n6bcedf4ddaf44f26
nac6e44b41f049de0--tuplet--stop--1,,tuplet,stamp,nac6e44b41f049de0
n70ef51f39b5957a7--tuplet--start--1,,tuplet,stamp,n70ef51f39b5957a7
n57abb38fae85a933--tuplet--stop--1,,tuplet,stamp,n57abb38fae85a933
n8ff9a8aac509ca2f--tuplet--start--1,,tuplet,stamp,n8ff9a8aac509ca2f
n9b25124c7a8962c3--tuplet--stop--1,,tuplet,stamp,n9b25124c7a8962c3
nda05df96e9097b67--tuplet--start--1,,tuplet,stamp,nda05df96e9097b67
n0834737d43fe03be--tuplet--stop--1,,tuplet,stamp,n0834737d43fe03be
n34a5b16745e5079a--tuplet--start--1,,tuplet,stamp,n34a5b16745e5079a
n8bd6d3927a4d0d47--tuplet--stop--1,,tuplet,stamp,n8bd6d3927a4d0d47
nea9e420edf07ab3f--tuplet--start--1,,tuplet,stamp,nea9e420edf07ab3f
ndd0b7ee4c4c1905a--tuplet--stop--1,,tuplet,stamp,ndd0b7ee4c4c1905a
n63dbb18fb39ab392--tuplet--start--1,,tuplet,stamp,n63dbb18fb39ab392
n24e226a06c28042e--tuplet--stop--1,,tuplet,stamp,n24e226a06c28042e
nd86ff838afdef967--tuplet--start--1,,tuplet,stamp,nd86ff838afdef967
nb6da0c33c82f3a33--tuplet--stop--1,,tuplet,stamp,nb6da0c33c82f3a33
n87f7706f1b22ea10--tie--1,,tie,derive,n87f7706f1b22ea10
n87f7706f1b22ea10--tied--start--1,,tied,stamp,n87f7706f1b22ea10
nf29169b48a2b2a04--tie--1,,tie,derive,nf29169b48a2b2a04
nf29169b48a2b2a04--tie--2,,tie,derive,nf29169b48a2b2a04
nf29169b48a2b2a04--tied--stop--1,,tied,stamp,nf29169b48a2b2a04
nf29169b48a2b2a04--tied--start--2,,tied,stamp,nf29169b48a2b2a04
ndf2d245e9aa56df5--tie--1,,tie,derive,ndf2d245e9aa56df5
ndf2d245e9aa56df5--tied--stop--1,,tied,stamp,ndf2d245e9aa56df5
nc84eec6bf6b6ba5f--tuplet--start--1,,tuplet,stamp,nc84eec6bf6b6ba5f
n1a07988c70398b09--tuplet--stop--1,,tuplet,stamp,n1a07988c70398b09
naa45d94d0db2a852--tuplet--start--1,,tuplet,stamp,naa45d94d0db2a852
nce93081f7ba25f16--tuplet--stop--1,,tuplet,stamp,nce93081f7ba25f16
nb7199fe0a9b55df1--tuplet--start--1,,tuplet,stamp,nb7199fe0a9b55df1
n9581bcced9e8ec6f--tuplet--stop--1,,tuplet,stamp,n9581bcced9e8ec6f
nd64a88e37750795e--tuplet--start--1,,tuplet,stamp,nd64a88e37750795e
nd528f0a2d14b294e--tuplet--stop--1,,tuplet,stamp,nd528f0a2d14b294e
n2db7af4c8684bd47--tuplet--start--1,,tuplet,stamp,n2db7af4c8684bd47
n1b32a039e9e473f7--tuplet--stop--1,,tuplet,stamp,n1b32a039e9e473f7
nffd6943569a608c6--tuplet--start--1,,tuplet,stamp,nffd6943569a608c6
n1a97846e15c0c6cd--tuplet--stop--1,,tuplet,stamp,n1a97846e15c0c6cd
n8810f215db7871cc--tie--1,,tie,derive,n8810f215db7871cc
n8810f215db7871cc--tied--start--1,,tied,stamp,n8810f215db7871cc
n8c7da7e1e35224c6--tie--1,,tie,derive,n8c7da7e1e35224c6
n8c7da7e1e35224c6--tied--start--1,,tied,stamp,n8c7da7e1e35224c6
nb38237598542f6cd--tie--1,,tie,derive,nb38237598542f6cd
nb38237598542f6cd--tied--stop--1,,tied,stamp,nb38237598542f6cd
n2cba99d659da17f8--tie--1,,tie,derive,n2cba99d659da17f8
n2cba99d659da17f8--tied--start--1,,tied,stamp,n2cba99d659da17f8
n5fd2b5edaccf8777--tie--1,,tie,derive,n5fd2b5edaccf8777
n5fd2b5edaccf8777--tied--stop--1,,tied,stamp,n5fd2b5edaccf8777
n31c432ffb075a796--tie--1,,tie,derive,n31c432ffb075a796
n31c432ffb075a796--tied--start--1,,tied,stamp,n31c432ffb075a796
na085bfb7fc84f12c--tie--1,,tie,derive,na085bfb7fc84f12c
na085bfb7fc84f12c--tied--stop--1,,tied,stamp,na085bfb7fc84f12c
n291ff694173bd5df--tie--1,,tie,derive,n291ff694173bd5df
n291ff694173bd5df--tied--start--1,,tied,stamp,n291ff694173bd5df
n8b6f368d3cf08ce8--tie--1,,tie,derive,n8b6f368d3cf08ce8
n8b6f368d3cf08ce8--tied--stop--1,,tied,stamp,n8b6f368d3cf08ce8
nef34a707c167f236--tie--1,,tie,derive,nef34a707c167f236
nef34a707c167f236--tied--stop--1,,tied,stamp,nef34a707c167f236
n7da8f8f481d748a4--tuplet--start--1,,tuplet,stamp,n7da8f8f481d748a4
ncfbcb6fe975e961f--tuplet--stop--1,,tuplet,stamp,ncfbcb6fe975e961f
n921de623c3c78843--tuplet--start--1,,tuplet,stamp,n921de623c3c78843
n43cbffa0c721da2b--tuplet--stop--1,,tuplet,stamp,n43cbffa0c721da2b
n6afcd4b1f39db635--tuplet--start--1,,tuplet,stamp,n6afcd4b1f39db635
n7c5e49e452560aed--tuplet--stop--1,,tuplet,stamp,n7c5e49e452560aed
n55135db348929910--tuplet--start--1,,tuplet,stamp,n55135db348929910
ne1cf0782acb3fc1f--tuplet--stop--1,,tuplet,stamp,ne1cf0782acb3fc1f
n7e3735cfc52e6a7e--tuplet--start--1,,tuplet,stamp,n7e3735cfc52e6a7e
nb958bdde80683c7f--tuplet--stop--1,,tuplet,stamp,nb958bdde80683c7f
n0ac6e79a3affb9d4--tuplet--start--1,,tuplet,stamp,n0ac6e79a3affb9d4
n986d770cc403ed66--tuplet--stop--1,,tuplet,stamp,n986d770cc403ed66
nd5155a693f4ca57e--tuplet--start--1,,tuplet,stamp,nd5155a693f4ca57e
nc46ea3acc268fc3e--tuplet--stop--1,,tuplet,stamp,nc46ea3acc268fc3e
n73cab06c8b4e32da--tuplet--start--1,,tuplet,stamp,n73cab06c8b4e32da
ne697856113bf66e7--tuplet--stop--1,,tuplet,stamp,ne697856113bf66e7
nbba09f1f7701e310--tie--1,,tie,derive,nbba09f1f7701e310
nbba09f1f7701e310--tied--start--1,,tied,stamp,nbba09f1f7701e310
n98d82205f85c2b8f--tie--1,,tie,derive,n98d82205f85c2b8f
n98d82205f85c2b8f--tied--stop--1,,tied,stamp,n98d82205f85c2b8f
n98d82205f85c2b8f--tuplet--start--1,,tuplet,stamp,n98d82205f85c2b8f
n5bdce8ad50ee4d32--tuplet--stop--1,,tuplet,stamp,n5bdce8ad50ee4d32
n1b0636be4bf248b7--tuplet--start--1,,tuplet,stamp,n1b0636be4bf248b7
n8343e9a4fc454c27--tuplet--stop--1,,tuplet,stamp,n8343e9a4fc454c27
n84da8021edbc79e9--tuplet--start--1,,tuplet,stamp,n84da8021edbc79e9
nb23bf546f48c3a25--tuplet--stop--1,,tuplet,stamp,nb23bf546f48c3a25
