element_id,original_id,tag,carrier,host_or_staff
ed38125219f43c91c,ed38125219f43c91c,dynamics,md,1
n1f57468e93ac2ba8--tie--1,,tie,derive,n1f57468e93ac2ba8
n1f57468e93ac2ba8--tied--start--1,n1f57468e93ac2ba8--tied--start--1,tied,stamp,n1f57468e93ac2ba8
nfbd3c0dc44f59c86--arpeggiate--1,nfbd3c0dc44f59c86--arpeggiate--1,arpeggiate,stamp,nfbd3c0dc44f59c86
n370cc68e114df5cd--arpeggiate--1,n370cc68e114df5cd--arpeggiate--1,arpeggiate,stamp,n370cc68e114df5cd
n1f128bc4f6ae9afa--arpeggiate--1,n1f128bc4f6ae9afa--arpeggiate--1,arpeggiate,stamp,n1f128bc4f6ae9afa
e9d70384e2f23c304,e9d70384e2f23c304,pedal,md,2
ncff0edc6c3311619--tie--1,,tie,derive,ncff0edc6c3311619
ncff0edc6c3311619--tied--stop--1,ncff0edc6c3311619--tied--stop--1,tied,stamp,ncff0edc6c3311619
n957cd2c53294baea--slur--start--1,n957cd2c53294baea--slur--start--1,slur,stamp,n957cd2c53294baea
n0b96edea44d01657--tie--1,,tie,derive,n0b96edea44d01657
n0b96edea44d01657--tied--start--1,n0b96edea44d01657--tied--start--1,tied,stamp,n0b96edea44d01657
n7a9c63e8b2c248de--tie--1,,tie,derive,n7a9c63e8b2c248de
n7a9c63e8b2c248de--tied--stop--1,n7a9c63e8b2c248de--tied--stop--1,tied,stamp,n7a9c63e8b2c248de
nf220100436d43ca6--staccato--1,,staccato,derive,nf220100436d43ca6
e482d93995c439179,,other-direction,md,1
eb895dad53bd05131,eb895dad53bd05131,words,md,1
eaf15159d5e1234b4,eaf15159d5e1234b4,pedal,md,2
e0a82b869437328eb,e0a82b869437328eb,pedal,md,2
efb9b9d1c92eb9e56,efb9b9d1c92eb9e56,pedal,md,2
nda64a5546e740c65--slur--stop--1,nda64a5546e740c65--slur--stop--1,slur,stamp,nda64a5546e740c65
n4bd6c01927112450--slur--start--1,n4bd6c01927112450--slur--start--1,slur,stamp,n4bd6c01927112450
n15b3494643ccd422--slur--start--1,n15b3494643ccd422--slur--start--1,slur,stamp,n15b3494643ccd422
n15b3494643ccd422--staccato--1,,staccato,derive,n15b3494643ccd422
n8e4efc05387550b1--slur--stop--1,n8e4efc05387550b1--slur--stop--1,slur,stamp,n8e4efc05387550b1
n8e4efc05387550b1--staccato--1,,staccato,derive,n8e4efc05387550b1
nb325130bc65d56f7--slur--start--1,nb325130bc65d56f7--slur--start--1,slur,stamp,nb325130bc65d56f7
nb325130bc65d56f7--staccato--1,,staccato,derive,nb325130bc65d56f7
nf42792be484740db--slur--stop--1,nf42792be484740db--slur--stop--1,slur,stamp,nf42792be484740db
nf42792be484740db--staccato--1,,staccato,derive,nf42792be484740db
nfe8b2d13123f6161--slur--start--1,nfe8b2d13123f6161--slur--start--1,slur,stamp,nfe8b2d13123f6161
nfe8b2d13123f6161--staccato--1,,staccato,derive,nfe8b2d13123f6161
n694500252cd157b6--slur--stop--1,n694500252cd157b6--slur--stop--1,slur,stamp,n694500252cd157b6
n694500252cd157b6--staccato--1,,staccato,derive,n694500252cd157b6
n5f91116f3fce0aed--slur--start--1,n5f91116f3fce0aed--slur--start--1,slur,stamp,n5f91116f3fce0aed
n5f91116f3fce0aed--staccato--1,,staccato,derive,n5f91116f3fce0aed
nec4940475b77671d--slur--stop--1,nec4940475b77671d--slur--stop--1,slur,stamp,nec4940475b77671d
nec4940475b77671d--staccato--1,,staccato,derive,nec4940475b77671d
n3f8e17270685021a--slur--stop--1,n3f8e17270685021a--slur--stop--1,slur,stamp,n3f8e17270685021a
n23d1f0c4413effed--slur--start--1,n23d1f0c4413effed--slur--start--1,slur,stamp,n23d1f0c4413effed
n23d1f0c4413effed--staccato--1,,staccato,derive,n23d1f0c4413effed
n3fa6bb9af198e6ea--slur--stop--1,n3fa6bb9af198e6ea--slur--stop--1,slur,stamp,n3fa6bb9af198e6ea
n3fa6bb9af198e6ea--staccato--1,,staccato,derive,n3fa6bb9af198e6ea
n0c8ae60b5307cd54--tie--1,,tie,derive,n0c8ae60b5307cd54
n0c8ae60b5307cd54--tied--start--1,n0c8ae60b5307cd54--tied--start--1,tied,stamp,n0c8ae60b5307cd54
n0c8ae60b5307cd54--slur--start--1,n0c8ae60b5307cd54--slur--start--1,slur,stamp,n0c8ae60b5307cd54
n0c8ae60b5307cd54--accent--1,,accent,derive,n0c8ae60b5307cd54
n29db5a7ac2fd4ab3--tie--1,,tie,derive,n29db5a7ac2fd4ab3
n29db5a7ac2fd4ab3--tied--stop--1,n29db5a7ac2fd4ab3--tied--stop--1,tied,stamp,n29db5a7ac2fd4ab3
n44d6accc93815c6b--slur--start--1,n44d6accc93815c6b--slur--start--1,slur,stamp,n44d6accc93815c6b
n44d6accc93815c6b--staccato--1,,staccato,derive,n44d6accc93815c6b
nace552db140fc9ab--slur--stop--1,nace552db140fc9ab--slur--stop--1,slur,stamp,nace552db140fc9ab
nace552db140fc9ab--staccato--1,,staccato,derive,nace552db140fc9ab
n3260f97840ad9ab8--slur--start--1,n3260f97840ad9ab8--slur--start--1,slur,stamp,n3260f97840ad9ab8
n3260f97840ad9ab8--staccato--1,,staccato,derive,n3260f97840ad9ab8
ne1f738b3ef046396--slur--stop--1,ne1f738b3ef046396--slur--stop--1,slur,stamp,ne1f738b3ef046396
ne1f738b3ef046396--staccato--1,,staccato,derive,ne1f738b3ef046396
nd64f1c51c810513d--slur--stop--1,nd64f1c51c810513d--slur--stop--1,slur,stamp,nd64f1c51c810513d
n60c0317219981524--slur--start--1,n60c0317219981524--slur--start--1,slur,stamp,n60c0317219981524
n9e9f0d6437f86eab--slur--start--1,n9e9f0d6437f86eab--slur--start--1,slur,stamp,n9e9f0d6437f86eab
n9e9f0d6437f86eab--staccato--1,,staccato,derive,n9e9f0d6437f86eab
ncd0e0648a164853c--slur--stop--1,ncd0e0648a164853c--slur--stop--1,slur,stamp,ncd0e0648a164853c
ncd0e0648a164853c--staccato--1,,staccato,derive,ncd0e0648a164853c
nc24c54e092d214c6--slur--start--1,nc24c54e092d214c6--slur--start--1,slur,stamp,nc24c54e092d214c6
nc24c54e092d214c6--staccato--1,,staccato,derive,nc24c54e092d214c6
n49bdbdd2a99b6e04--slur--stop--1,n49bdbdd2a99b6e04--slur--stop--1,slur,stamp,n49bdbdd2a99b6e04
n49bdbdd2a99b6e04--staccato--1,,staccato,derive,n49bdbdd2a99b6e04
nf527b6195c992fab--slur--start--1,nf527b6195c992fab--slur--start--1,slur,stamp,nf527b6195c992fab
nf527b6195c992fab--staccato--1,,staccato,derive,nf527b6195c992fab
na801950017bb90ec--slur--stop--1,na801950017bb90ec--slur--stop--1,slur,stamp,na801950017bb90ec
na801950017bb90ec--staccato--1,,staccato,derive,na801950017bb90ec
n1bd940b9bf7507a3--slur--start--1,n1bd940b9bf7507a3--slur--start--1,slur,stamp,n1bd940b9bf7507a3
n1bd940b9bf7507a3--staccato--1,,staccato,derive,n1bd940b9bf7507a3
n26b9ebe409488dee--slur--stop--1,n26b9ebe409488dee--slur--stop--1,slur,stamp,n26b9ebe409488dee
n26b9ebe409488dee--staccato--1,,staccato,derive,n26b9ebe409488dee
n2f39d1ede899f126--slur--stop--1,n2f39d1ede899f126--slur--stop--1,slur,stamp,n2f39d1ede899f126
nd50847dfb7fdd4a9--slur--start--1,nd50847dfb7fdd4a9--slur--start--1,slur,stamp,nd50847dfb7fdd4a9
nd039f22059543dd9--slur--start--1,nd039f22059543dd9--slur--start--1,slur,stamp,nd039f22059543dd9
nd039f22059543dd9--staccato--1,,staccato,derive,nd039f22059543dd9
n2284d8aca2052275--slur--stop--1,n2284d8aca2052275--slur--stop--1,slur,stamp,n2284d8aca2052275
n2284d8aca2052275--staccato--1,,staccato,derive,n2284d8aca2052275
ncd4fc7675aa76d8c--tie--1,,tie,derive,ncd4fc7675aa76d8c
ncd4fc7675aa76d8c--tied--start--1,ncd4fc7675aa76d8c--tied--start--1,tied,stamp,ncd4fc7675aa76d8c
ncd4fc7675aa76d8c--accent--1,,accent,derive,ncd4fc7675aa76d8c
nb0eeb5938a54e6e6--tie--1,,tie,derive,nb0eeb5938a54e6e6
nb0eeb5938a54e6e6--tied--stop--1,nb0eeb5938a54e6e6--tied--stop--1,tied,stamp,nb0eeb5938a54e6e6
n9ecba23a61151d28--slur--start--1,n9ecba23a61151d28--slur--start--1,slur,stamp,n9ecba23a61151d28
n9ecba23a61151d28--staccato--1,,staccato,derive,n9ecba23a61151d28
nae64d9518949ed1b--slur--stop--1,nae64d9518949ed1b--slur--stop--1,slur,stamp,nae64d9518949ed1b
nae64d9518949ed1b--staccato--1,,staccato,derive,nae64d9518949ed1b
n118d2eabd8435533--slur--start--1,n118d2eabd8435533--slur--start--1,slur,stamp,n118d2eabd8435533
n118d2eabd8435533--staccato--1,,staccato,derive,n118d2eabd8435533
n09e0c26d48d0e313--slur--stop--1,n09e0c26d48d0e313--slur--stop--1,slur,stamp,n09e0c26d48d0e313
n09e0c26d48d0e313--staccato--1,,staccato,derive,n09e0c26d48d0e313
n125b199aa8a5ac2e--slur--stop--1,n125b199aa8a5ac2e--slur--stop--1,slur,stamp,n125b199aa8a5ac2e
n09f096b592320ad4--slur--start--1,n09f096b592320ad4--slur--start--1,slur,stamp,n09f096b592320ad4
nc080772ab16397d4--slur--start--1,nc080772ab16397d4--slur--start--1,slur,stamp,nc080772ab16397d4
nc080772ab16397d4--staccato--1,,staccato,derive,nc080772ab16397d4
na63dcc013508962f--slur--stop--1,na63dcc013508962f--slur--stop--1,slur,stamp,na63dcc013508962f
na63dcc013508962f--staccato--1,,staccato,derive,na63dcc013508962f
n19e1b6d8174f91b9--slur--start--1,n19e1b6d8174f91b9--slur--start--1,slur,stamp,n19e1b6d8174f91b9
n19e1b6d8174f91b9--staccato--1,,staccato,derive,n19e1b6d8174f91b9
nca37463a64c7330e--slur--stop--1,nca37463a64c7330e--slur--stop--1,slur,stamp,nca37463a64c7330e
nca37463a64c7330e--staccato--1,,staccato,derive,nca37463a64c7330e
n00e1a5ffe70ce189--slur--start--1,n00e1a5ffe70ce189--slur--start--1,slur,stamp,n00e1a5ffe70ce189
n00e1a5ffe70ce189--staccato--1,,staccato,derive,n00e1a5ffe70ce189
n6d7d7297a47f5abd--slur--stop--1,n6d7d7297a47f5abd--slur--stop--1,slur,stamp,n6d7d7297a47f5abd
n6d7d7297a47f5abd--staccato--1,,staccato,derive,n6d7d7297a47f5abd
ncff715befc9346b5--slur--start--1,ncff715befc9346b5--slur--start--1,slur,stamp,ncff715befc9346b5
ncff715befc9346b5--staccato--1,,staccato,derive,ncff715befc9346b5
n421e9c8f4dc6a9a3--slur--stop--1,n421e9c8f4dc6a9a3--slur--stop--1,slur,stamp,n421e9c8f4dc6a9a3
n421e9c8f4dc6a9a3--staccato--1,,staccato,derive,n421e9c8f4dc6a9a3
n75ed1dccef1540f0--slur--stop--1,n75ed1dccef1540f0--slur--stop--1,slur,stamp,n75ed1dccef1540f0
nca36e9589238970f--slur--start--1,nca36e9589238970f--slur--start--1,slur,stamp,nca36e9589238970f
nca36e9589238970f--accent--1,,accent,derive,nca36e9589238970f
nd1e853aa9d3776df--slur--start--1,nd1e853aa9d3776df--slur--start--1,slur,stamp,nd1e853aa9d3776df
nd1e853aa9d3776df--staccato--1,,staccato,derive,nd1e853aa9d3776df
nd7949826ef579977--slur--stop--1,nd7949826ef579977--slur--stop--1,slur,stamp,nd7949826ef579977
nd7949826ef579977--staccato--1,,staccato,derive,nd7949826ef579977
n2fbb5dd9616ece05--slur--start--1,n2fbb5dd9616ece05--slur--start--1,slur,stamp,n2fbb5dd9616ece05
n2fbb5dd9616ece05--staccato--1,,staccato,derive,n2fbb5dd9616ece05
nc91cf4e823f9e105--slur--stop--1,nc91cf4e823f9e105--slur--stop--1,slur,stamp,nc91cf4e823f9e105
nc91cf4e823f9e105--staccato--1,,staccato,derive,nc91cf4e823f9e105
nd30d3ea98f0c269a--slur--start--1,nd30d3ea98f0c269a--slur--start--1,slur,stamp,nd30d3ea98f0c269a
nd30d3ea98f0c269a--staccato--1,,staccato,derive,nd30d3ea98f0c269a
n3cd20a9ebad3fdf7--slur--stop--1,n3cd20a9ebad3fdf7--slur--stop--1,slur,stamp,n3cd20a9ebad3fdf7
n3cd20a9ebad3fdf7--staccato--1,,staccato,derive,n3cd20a9ebad3fdf7
n99e274eca230b0f4--slur--stop--1,n99e274eca230b0f4--slur--stop--1,slur,stamp,n99e274eca230b0f4
n99e274eca230b0f4--slur--start--2,n99e274eca230b0f4--slur--start--2,slur,stamp,n99e274eca230b0f4
n0658470b7415aae7--slur--start--1,n0658470b7415aae7--slur--start--1,slur,stamp,n0658470b7415aae7
n0658470b7415aae7--staccato--1,,staccato,derive,n0658470b7415aae7
n48ce231c6221985e--slur--stop--1,n48ce231c6221985e--slur--stop--1,slur,stamp,n48ce231c6221985e
n48ce231c6221985e--staccato--1,,staccato,derive,n48ce231c6221985e
naf689d504e90b7c4--slur--start--1,naf689d504e90b7c4--slur--start--1,slur,stamp,naf689d504e90b7c4
naf689d504e90b7c4--staccato--1,,staccato,derive,naf689d504e90b7c4
nc80bb8c562c159c8--slur--stop--1,nc80bb8c562c159c8--slur--stop--1,slur,stamp,nc80bb8c562c159c8
nc80bb8c562c159c8--staccato--1,,staccato,derive,nc80bb8c562c159c8
nb58c34836ef48c0e--slur--start--1,nb58c34836ef48c0e--slur--start--1,slur,stamp,nb58c34836ef48c0e
nb58c34836ef48c0e--staccato--1,,staccato,derive,nb58c34836ef48c0e
n8f266fccb3b9afad--slur--stop--1,n8f266fccb3b9afad--slur--stop--1,slur,stamp,n8f266fccb3b9afad
n8f266fccb3b9afad--staccato--1,,staccato,derive,n8f266fccb3b9afad
nf946c21090697aba--slur--start--1,nf946c21090697aba--slur--start--1,slur,stamp,nf946c21090697aba
nf946c21090697aba--staccato--1,,staccato,derive,nf946c21090697aba
n5860197f5669ec69--slur--stop--1,n5860197f5669ec69--slur--stop--1,slur,stamp,n5860197f5669ec69
n5860197f5669ec69--staccato--1,,staccato,derive,n5860197f5669ec69
n940bcfb5ccca50d6--slur--stop--1,n940bcfb5ccca50d6--slur--stop--1,slur,stamp,n940bcfb5ccca50d6
na1d6c1c225fec810--slur--start--1,na1d6c1c225fec810--slur--start--1,slur,stamp,na1d6c1c225fec810
n7efa939181145541--slur--start--1,n7efa939181145541--slur--start--1,slur,stamp,n7efa939181145541
n7efa939181145541--staccato--1,,staccato,derive,n7efa939181145541
nb1a61dbc6f6f3ade--slur--stop--1,nb1a61dbc6f6f3ade--slur--stop--1,slur,stamp,nb1a61dbc6f6f3ade
nb1a61dbc6f6f3ade--staccato--1,,staccato,derive,nb1a61dbc6f6f3ade
n02ec618913b46774--tie--1,,tie,derive,n02ec618913b46774
n02ec618913b46774--tied--start--1,n02ec618913b46774--tied--start--1,tied,stamp,n02ec618913b46774
n02ec618913b46774--accent--1,,accent,derive,n02ec618913b46774
n365f55f71796ba50--tie--1,,tie,derive,n365f55f71796ba50
n365f55f71796ba50--tied--stop--1,n365f55f71796ba50--tied--stop--1,tied,stamp,n365f55f71796ba50
nff0bc060cf2b63b1--slur--start--1,nff0bc060cf2b63b1--slur--start--1,slur,stamp,nff0bc060cf2b63b1
nff0bc060cf2b63b1--staccato--1,,staccato,derive,nff0bc060cf2b63b1
nfd8ff4a851bd9f9c--slur--stop--1,nfd8ff4a851bd9f9c--slur--stop--1,slur,stamp,nfd8ff4a851bd9f9c
nfd8ff4a851bd9f9c--staccato--1,,staccato,derive,nfd8ff4a851bd9f9c
ne7d16b4a53183aa1--slur--start--1,ne7d16b4a53183aa1--slur--start--1,slur,stamp,ne7d16b4a53183aa1
ne7d16b4a53183aa1--staccato--1,,staccato,derive,ne7d16b4a53183aa1
n53f7da631c0fe9b7--slur--stop--1,n53f7da631c0fe9b7--slur--stop--1,slur,stamp,n53f7da631c0fe9b7
n53f7da631c0fe9b7--staccato--1,,staccato,derive,n53f7da631c0fe9b7
n81699ed63f6f13c4--slur--stop--1,n81699ed63f6f13c4--slur--stop--1,slur,stamp,n81699ed63f6f13c4
n55fe9fcd8eeb45ea--slur--start--1,n55fe9fcd8eeb45ea--slur--start--1,slur,stamp,n55fe9fcd8eeb45ea
n567e9f4120a542d5--slur--start--1,n567e9f4120a542d5--slur--start--1,slur,stamp,n567e9f4120a542d5
n567e9f4120a542d5--staccato--1,,staccato,derive,n567e9f4120a542d5
n10cf3affc9df2ba1--slur--stop--1,n10cf3affc9df2ba1--slur--stop--1,slur,stamp,n10cf3affc9df2ba1
n10cf3affc9df2ba1--staccato--1,,staccato,derive,n10cf3affc9df2ba1
nf7314eaf674ddd44--slur--start--1,nf7314eaf674ddd44--slur--start--1,slur,stamp,nf7314eaf674ddd44
nf7314eaf674ddd44--staccato--1,,staccato,derive,nf7314eaf674ddd44
n48b45b0e477c0aaa--slur--stop--1,n48b45b0e477c0aaa--slur--stop--1,slur,stamp,n48b45b0e477c0aaa
n48b45b0e477c0aaa--staccato--1,,staccato,derive,n48b45b0e477c0aaa
n17e034f5261f3796--slur--start--1,n17e034f5261f3796--slur--start--1,slur,stamp,n17e034f5261f3796
n17e034f5261f3796--staccato--1,,staccato,derive,n17e034f5261f3796
nacf0083af83aa7c6--slur--stop--1,nacf0083af83aa7c6--slur--stop--1,slur,stamp,nacf0083af83aa7c6
nacf0083af83aa7c6--staccato--1,,staccato,derive,nacf0083af83aa7c6
nb79b8723b368d619--slur--start--1,nb79b8723b368d619--slur--start--1,slur,stamp,nb79b8723b368d619
nb79b8723b368d619--staccato--1,,staccato,derive,nb79b8723b368d619
n85050fd78417fa18--slur--stop--1,n85050fd78417fa18--slur--stop--1,slur,stamp,n85050fd78417fa18
n85050fd78417fa18--staccato--1,,staccato,derive,n85050fd78417fa18
nedc88ae4bbb6c7a4--slur--stop--1,nedc88ae4bbb6c7a4--slur--stop--1,slur,stamp,nedc88ae4bbb6c7a4
nb16cd5384a2efeba--slur--start--1,nb16cd5384a2efeba--slur--start--1,slur,stamp,nb16cd5384a2efeba
n7798cb155ed51ca7--slur--start--1,n7798cb155ed51ca7--slur--start--1,slur,stamp,n7798cb155ed51ca7
n7798cb155ed51ca7--staccato--1,,staccato,derive,n7798cb155ed51ca7
n63ecbb0871e7c9d5--slur--stop--1,n63ecbb0871e7c9d5--slur--stop--1,slur,stamp,n63ecbb0871e7c9d5
n63ecbb0871e7c9d5--staccato--1,,staccato,derive,n63ecbb0871e7c9d5
n6adbecbd483dd80e--tie--1,,tie,derive,n6adbecbd483dd80e
n6adbecbd483dd80e--tied--start--1,n6adbecbd483dd80e--tied--start--1,tied,stamp,n6adbecbd483dd80e
n6adbecbd483dd80e--accent--1,,accent,derive,n6adbecbd483dd80e
n1aac370f6ac8019d--tie--1,,tie,derive,n1aac370f6ac8019d
n1aac370f6ac8019d--tied--stop--1,n1aac370f6ac8019d--tied--stop--1,tied,stamp,n1aac370f6ac8019d
nc6fe240848b63fcc--slur--start--1,nc6fe240848b63fcc--slur--start--1,slur,stamp,nc6fe240848b63fcc
nc6fe240848b63fcc--staccato--1,,staccato,derive,nc6fe240848b63fcc
n0fea12ec3d625a19--slur--stop--1,n0fea12ec3d625a19--slur--stop--1,slur,stamp,n0fea12ec3d625a19
n0fea12ec3d625a19--staccato--1,,staccato,derive,n0fea12ec3d625a19
n4a8ccfcfc306f3cc--slur--start--1,n4a8ccfcfc306f3cc--slur--start--1,slur,stamp,n4a8ccfcfc306f3cc
n4a8ccfcfc306f3cc--staccato--1,,staccato,derive,n4a8ccfcfc306f3cc
n0092b55d1a63920d--slur--stop--1,n0092b55d1a63920d--slur--stop--1,slur,stamp,n0092b55d1a63920d
n0092b55d1a63920d--staccato--1,,staccato,derive,n0092b55d1a63920d
ne2cc40623dc2737d--slur--stop--1,ne2cc40623dc2737d--slur--stop--1,slur,stamp,ne2cc40623dc2737d
nd714c43d1415979f--slur--start--1,nd714c43d1415979f--slur--start--1,slur,stamp,nd714c43d1415979f
n38d7e6b2bf7ce7ee--slur--start--1,n38d7e6b2bf7ce7ee--slur--start--1,slur,stamp,n38d7e6b2bf7ce7ee
n38d7e6b2bf7ce7ee--staccato--1,,staccato,derive,n38d7e6b2bf7ce7ee
n79999ade43717d52--slur--stop--1,n79999ade43717d52--slur--stop--1,slur,stamp,n79999ade43717d52
n79999ade43717d52--staccato--1,,staccato,derive,n79999ade43717d52
n242064d3681020eb--slur--start--1,n242064d3681020eb--slur--start--1,slur,stamp,n242064d3681020eb
n242064d3681020eb--staccato--1,,staccato,derive,n242064d3681020eb
n7cade25bc989a53c--slur--stop--1,n7cade25bc989a53c--slur--stop--1,slur,stamp,n7cade25bc989a53c
n7cade25bc989a53c--staccato--1,,staccato,derive,n7cade25bc989a53c
nbc312006071ee94f--slur--start--1,nbc312006071ee94f--slur--start--1,slur,stamp,nbc312006071ee94f
nbc312006071ee94f--staccato--1,,staccato,derive,nbc312006071ee94f
n88c9172a0b486049--slur--stop--1,n88c9172a0b486049--slur--stop--1,slur,stamp,n88c9172a0b486049
n88c9172a0b486049--staccato--1,,staccato,derive,n88c9172a0b486049
nd9a65190d232ef06--slur--start--1,nd9a65190d232ef06--slur--start--1,slur,stamp,nd9a65190d232ef06
nd9a65190d232ef06--staccato--1,,staccato,derive,nd9a65190d232ef06
n9c6aba014fa1e76e--slur--stop--1,n9c6aba014fa1e76e--slur--stop--1,slur,stamp,n9c6aba014fa1e76e
n9c6aba014fa1e76e--staccato--1,,staccato,derive,n9c6aba014fa1e76e
na3d303565ab9029a--slur--stop--1,na3d303565ab9029a--slur--stop--1,slur,stamp,na3d303565ab9029a
n62ceb6252f7a0e38--slur--start--1,n62ceb6252f7a0e38--slur--start--1,slur,stamp,n62ceb6252f7a0e38
n8d0ccda60b32a50c--slur--start--1,n8d0ccda60b32a50c--slur--start--1,slur,stamp,n8d0ccda60b32a50c
n8d0ccda60b32a50c--staccato--1,,staccato,derive,n8d0ccda60b32a50c
n328cb878bc80afe9--slur--stop--1,n328cb878bc80afe9--slur--stop--1,slur,stamp,n328cb878bc80afe9
n328cb878bc80afe9--staccato--1,,staccato,derive,n328cb878bc80afe9
nbf374b0bbaaf37f7--tie--1,,tie,derive,nbf374b0bbaaf37f7
nbf374b0bbaaf37f7--tied--start--1,nbf374b0bbaaf37f7--tied--start--1,tied,stamp,nbf374b0bbaaf37f7
nbf374b0bbaaf37f7--accent--1,,accent,derive,nbf374b0bbaaf37f7
nbb6b4835c25762c6--tie--1,,tie,derive,nbb6b4835c25762c6
nbb6b4835c25762c6--tied--stop--1,nbb6b4835c25762c6--tied--stop--1,tied,stamp,nbb6b4835c25762c6
nda5771d825f6d10d--slur--start--1,nda5771d825f6d10d--slur--start--1,slur,stamp,nda5771d825f6d10d
nda5771d825f6d10d--staccato--1,,staccato,derive,nda5771d825f6d10d
n895fa6c992304150--slur--stop--1,n895fa6c992304150--slur--stop--1,slur,stamp,n895fa6c992304150
n895fa6c992304150--staccato--1,,staccato,derive,n895fa6c992304150
n235ef1bd8c4b9cbb--slur--start--1,n235ef1bd8c4b9cbb--slur--start--1,slur,stamp,n235ef1bd8c4b9cbb
n235ef1bd8c4b9cbb--staccato--1,,staccato,derive,n235ef1bd8c4b9cbb
